Uid	Term	Term_Score
612	replace	8.582401
612	kindle	13.19187
612	gift	19.0791
613	all	100
613	girlfriend	13.2172
613	reader	11.73269
613	bought	7.951621
613	gift	19.0791
614	all	100
614	gift	19.0791
615	all	100
615	gift	19.0791
616	all	100
616	kindle	13.19187
616	gift	19.0791
617	all	100
617	replace	8.582401
617	bought	7.951621
617	gift	19.0791
618	all	100
618	girlfriend	13.2172
618	christmas	12.72553
618	bought	7.951621
618	gift	19.0791
619	all	100
619	amazon	14.88148
620	all	100
620	amazon	14.88148
621	all	100
621	amazon	14.88148
622	all	100
622	amazon	14.88148
623	all	100
624	all	100
624	amazon	14.88148
625	all	100
625	amazon	14.88148
626	all	100
626	amazon	14.88148
627	all	100
627	customer	11.68769
627	support	12.33582
627	amazon	14.88148
628	all	100
628	amazon	14.88148
628	order	8.390944
629	all	100
629	livres	25.31273
629	amazon	14.88148
629	sur	20.42216
630	all	100
630	amazon	14.88148
631	all	100
631	order	8.390944
631	item	7.541865
632	all	100
632	screen	17.50818
632	light	6.932328
633	all	100
633	screen	17.50818
633	one	5.214856
634	all	100
634	problem	6.932328
634	screen	17.50818
634	read	17.59951
634	sun	12.07366
635	all	100
635	glare	21.30377
635	sun	12.07366
636	all	100
636	screen	17.50818
636	glare	25.92916
637	all	100
637	glare proof	52.66787
637	really	5.380913
638	all	100
638	screen	17.50818
638	wasnt	14.33152
639	all	100
639	problem	6.932328
639	screen	17.50818
639	really	5.380913
639	bottom	9.037237
639	wasnt	14.33152
639	light	6.932328
640	all	100
640	screen	17.50818
640	kindle	20.09775
641	all	100
641	screen	17.50818
641	one	5.214856
642	all	100
642	glare proof	52.66787
643	all	100
643	screen	17.50818
644	all	100
644	screen	17.50818
645	all	100
645	conditions	15.05857
645	works	5.683147
645	light	13.52192
646	all	100
646	low light	40.17922
646	works	5.683147
646	night	13.30779
647	all	100
647	low light	40.17922
647	sunlight	17.37161
648	all	100
648	low light	40.17922
648	reading	11.99782
649	all	100
649	bright	9.355405
650	all	100
650	sunlight	17.37161
650	reading	11.99782
650	works	5.683147
651	all	100
651	night	13.30779
651	read	10.14948
652	all	100
652	sunlight	17.37161
652	bright	17.01531
652	night	13.30779
653	all	100
653	low light	40.17922
653	read	10.14948
654	all	100
654	light	15.44628
655	all	100
655	conditions	15.05857
655	low light	40.17922
655	reading	11.99782
656	all	100
656	conditions	15.05857
656	lighting	10.86724
656	light	13.52192
657	all	100
657	lighting	10.86724
657	night	13.30779
658	all	100
658	easy to use	115.2902
659	all	100
659	helpful	9.966041
660	all	100
660	buttons	13.37067
660	kindle	10.64312
660	side	7.763025
661	all	100
661	turning	11.22672
661	buttons	13.37067
661	read	10.14948
661	page	16.03287
661	loud	8.43798
662	all	100
662	buttons	13.37067
662	kindle	10.64312
662	turn	8.188537
662	read	10.14948
662	page	16.03287
662	loud	8.43798
663	all	100
663	buttons	13.37067
663	turn	8.188537
663	page	16.03287
664	all	100
664	backlight	22.38607
665	all	100
666	all	100
666	screen	17.50818
666	button	8.105928
666	page	16.03287
667	all	100
667	functions	12.59983
668	all	100
668	turning	11.22672
668	buttons	13.37067
668	side	7.763025
668	page	16.03287
669	all	100
669	button	8.105928
670	all	100
670	weight	18.62952
670	much	5.701327
670	hold	7.973928
670	book	18.47377
671	all	100
671	weight	18.62952
671	light	13.09054
672	all	100
672	weight	18.62952
672	light	13.09054
672	read	11.54079
673	all	100
673	weight	18.62952
673	light	13.09054
674	all	100
674	weight	18.62952
674	light	13.09054
674	read	11.54079
674	easy	5.23359
675	all	100
675	lighting	10.86724
675	weight	18.62952
675	light	13.09054
676	all	100
676	weight	18.62952
676	print	15.18113
676	light	13.09054
676	read	11.54079
676	easy	5.23359
677	all	100
677	small enough	54.06673
677	weight	18.62952
677	purse	23.47017
677	light	13.09054
677	carry	18.38993
678	all	100
678	lighting	10.86724
678	weight	18.62952
678	light	13.09054
679	all	100
679	paperback	17.25295
679	weight	18.62952
679	size	15.57686
679	book	18.47377
680	all	100
680	weight	18.62952
680	book	18.47377
681	all	100
681	read	15.97223
681	hold	15.55362
682	all	100
682	received	9.766858
682	product	5.945817
682	time	8.181877
683	all	100
683	shipping	8.494993
683	fast	6.932328
684	all	100
685	all	100
685	arrived on time	81.81898
685	described	8.773522
686	all	100
687	all	100
687	arrived on time	81.81898
687	described	8.773522
688	all	100
688	quickly	8.305352
688	arrived	12.72153
688	time	8.181877
689	all	100
689	arrived on time	81.81898
690	all	100
690	delivery	11.74892
690	product	5.945817
690	fast	6.932328
691	all	100
691	received	9.766858
691	product	5.945817
692	all	100
692	received	9.766858
693	all	100
693	arrived	12.72153
694	all	100
694	adjustable	10.69589
694	backlight	22.38607
695	all	100
695	backlight	19.1348
695	battery	19.08386
695	lasts	22.60803
696	all	100
696	backlight	19.1348
696	kindle	16.40292
697	all	100
697	adjustable	10.69589
697	lighting	10.86724
697	reading	18.88097
697	backlit	13.99583
697	screen	17.50818
697	kindle	20.09775
698	all	100
698	keyboard	9.883478
698	kindle	16.40292
699	all	100
699	backlight	19.1348
700	all	100
700	lighting	10.86724
700	night	8.634825
700	us	9.251071
701	all	100
701	reading	9.67977
701	backlit	13.99583
701	night	8.634825
702	all	100
702	kindle	16.40292
703	all	100
703	keyboard	9.883478
703	kindle	16.40292
704	all	100
704	keyboard	9.883478
704	screen	5.920102
705	all	100
705	wifi	16.22647
705	want	6.722289
706	all	100
706	wifi	16.22647
707	all	100
707	brightness	11.49854
707	reading	9.67977
707	wifi	16.22647
707	time	5.308853
707	like	5.683147
708	all	100
708	wifi	16.22647
708	want	6.722289
708	get	4.985369
709	all	100
709	reading	9.67977
709	wifi	16.22647
710	all	100
710	wifi	16.22647
710	get	4.985369
711	all	100
711	wifi	16.22647
712	all	100
712	wifi	16.22647
712	time	5.308853
713	all	100
714	all	100
715	all	100
715	loves	10.86273
716	all	100
716	loves	10.86273
717	all	100
717	loves	10.86273
717	said	8.175046
717	son	14.02645
718	all	100
718	reading	9.67977
718	son	14.02645
719	all	100
719	son	14.02645
719	tr	22.40348
720	all	100
720	would	4.694401
720	said	8.175046
720	son	14.02645
721	all	100
722	all	100
723	all	100
723	son	14.02645
723	tr	22.40348
724	all	100
724	purse	23.47017
724	size	15.57686
724	room	7.745659
725	all	100
725	shelves	14.03456
725	read	8.188537
726	all	100
726	reading	9.67977
726	books	14.93625
727	all	100
727	reading	9.67977
727	books	14.93625
727	room	7.745659
727	full	8.048528
727	book	10.61771
728	all	100
728	storage	11.28063
728	books	14.93625
729	all	100
729	small enough	54.06673
729	carry	18.38993
730	all	100
730	space	8.829654
730	read	8.188537
731	all	100
731	shelves	14.03456
731	full	8.048528
731	dust	9.998647
731	book	10.61771
732	all	100
732	contrast	12.57525
732	image	9.388802
733	all	100
733	text	11.01778
733	font	21.30066
734	all	100
734	kobo	20.42216
734	hd	11.71759
735	all	100
736	all	100
736	problem	6.932328
736	image	9.388802
737	all	100
737	contrast	12.57525
738	all	100
739	all	100
739	glo	18.30106
739	hd	11.71759
740	all	100
740	memory	11.33813
740	good	4.059989
740	easy	5.23359
741	all	100
741	device	6.960314
741	space	8.829654
741	books	14.93625
742	all	100
742	storage	11.28063
742	still	6.245816
742	space	8.829654
742	books	14.93625
742	easy	5.23359
743	all	100
743	memory	11.33813
743	still	6.245816
743	good	4.059989
744	all	100
744	storage	11.28063
744	books	14.93625
745	all	100
745	storage	11.28063
746	all	100
746	memory	11.33813
746	device	6.960314
746	card	7.419416
747	all	100
747	perfect	6.245816
747	sleep	16.58353
747	read	12.61998
748	all	100
748	sleep	16.58353
748	phone	4.893825
749	all	100
749	perfect	6.245816
749	screen	5.920102
749	kindle	30.35283
749	sleep	16.58353
749	phone	4.893825
749	read	12.61998
750	all	100
750	screen	5.920102
750	enough	6.932328
750	sleep	16.58353
750	light	6.932328
750	read	12.61998
751	all	100
751	sleep	16.58353
752	all	100
752	kindle	10.64312
752	sleep	16.58353
752	read	12.61998
753	all	100
753	described	10.87455
753	exactly	10.84164
753	works	5.683147
754	all	100
754	advertised	10.41509
754	exactly	10.84164
755	all	100
755	described	10.87455
755	exactly	10.84164
756	all	100
756	advertised	10.41509
756	exactly	10.84164
756	works	5.683147
757	all	100
757	advertised	10.41509
757	works	5.683147
758	all	100
758	described	10.87455
759	all	100
759	charger	10.84164
759	plug	13.22312
759	also	5.641912
759	usb	10.59547
760	all	100
761	all	100
761	usb port	45.96935
762	all	100
762	transfer	10.47067
762	even	5.814246
762	data	9.434477
763	all	100
763	transfer	10.47067
763	data	9.434477
763	usb	10.59547
764	all	100
764	usb port	45.96935
764	even	5.814246
765	all	100
766	all	100
767	all	100
767	slow	15.87667
768	all	100
768	slow	15.87667
768	2018	18.56205
769	all	100
769	read	8.188537
770	all	100
771	all	100
772	all	100
772	wifi	16.22647
772	time	5.308853
773	all	100
773	return	12.68138
774	all	100
774	inch	9.998647
775	all	100
775	screen	17.50818
775	small	6.722289
776	all	100
776	screen	17.50818
776	would	4.694401
777	all	100
777	screen	17.50818
778	all	100
778	got	6.158969
779	all	100
779	return	12.68138
780	all	100
780	return	12.68138
780	refund	13.04205
781	all	100
781	return	12.68138
782	all	100
782	beach	15.31092
782	read	8.188537
782	sun	12.07366
783	all	100
783	vacation	17.05993
783	books	16.98375
783	beach	15.31092
784	all	100
784	beach	15.31092
784	sun	12.07366
785	all	100
785	read	8.188537
786	all	100
787	all	100
787	touch screen	40.87463
787	complaint	10.0261
788	all	100
788	touch screen	40.87463
788	complaint	10.0261
789	all	100
789	touch	12.71388
790	all	100
790	pdf	14.24134
791	all	100
791	files	9.898881
791	pdf	14.24134
792	all	100
792	zoom	12.39306
793	all	100
793	zoom	12.39306
794	all	100
795	all	100
796	all	100
796	books	12.05048
797	all	100
797	books	12.05048
798	all	100
798	purse	23.47017
798	size	15.57686
798	room	7.745659
799	all	100
800	all	100
801	all	100
801	received	9.766858
802	all	100
802	wifi	16.22647
802	want	6.722289
802	get	4.985369
803	all	100
804	all	100
804	books	12.05048
805	all	100
806	all	100
806	shipping	8.494993
806	fast	6.932328
