Uid	User_Id	Feature	Comment	Sentiment	Pos	Neg	Nut
74	76561198074991600	Plot	"I loved the story."	Positive	0.9943478	0.0003130819	0.005339203
75	76561198060383015	Plot	"- The villains are great."	Positive	0.9524358	0.003856662	0.04370745
76	76561198364453622	Plot	"the story is also *the best in the far cry series*"	Positive	0.9746182	0.001616103	0.0237656
77	76561198014620353	Plot	"The story was great."	Positive	0.988639	0.001071566	0.01028935
78	76561198363998958	Plot	"4 had it pretty nice."	Positive	0.9666462	0.005574414	0.02777945
79	76561198097485144	Plot	"Buy for fun, not for story."	Positive	0.4925033	0.2085787	0.2989181
80	76561198196890681	Plot	"It's a great game, with a twisted story."	Positive	0.8109325	0.01117264	0.1778948
81	76561198103937885	Plot	"pro's: Long story line that keeps you engaged"	Neutral	0.3684388	0.02688461	0.6046765
82	76561198093057711	Plot	"M'aiq thanks you for reading his story."	Positive	0.8967136	0.001657403	0.101629
83	76561197976002778	Plot	"The story is the best thing here so far."	Positive	0.9929617	0.0001644216	0.006873981
84	76561198010234018	Plot	", it s still interesting."	Positive	0.9712775	0.001909542	0.02681302
85	76561198026839201	Plot	"Engaging Story and Characters ✓"	Positive	0.9737754	0.0005669561	0.02565755
86	76561198351328013	Plot	"Far Cry 3 Story is far better than this one :\"	Positive	0.8693031	0.04327692	0.08741991
87	76561198017341667	Plot	"-Some fun twists in both gameplay and story"	Positive	0.9704268	0.000502974	0.0290702
88	76561198028171483	Plot	"- Story is brilliant"	Positive	0.9770741	0.0006422368	0.0222836
89	76561198080412474	Plot	"Charectors are compelling."	Positive	0.9543833	0.005452199	0.04016453
90	76561198005575377	Plot	" Thanks good writers, thanks/S."	Positive	0.9811047	0.0006467409	0.01824853
91	76561198352059488	Plot	"Because again FAR CRY 5 as story wise is the best game story ever ."	Positive	0.9630373	0.006582041	0.0303807
92	76561198190524486	Plot	"Discovery feels fantastic."	Positive	0.9918133	0.0004184152	0.007768364
93	76561198124295438	Plot	"-The story is rich and full of memorable characters"	Positive	0.96078	0.003618206	0.03560177
94	76561198052545967	Plot	"Story is compelling."	Positive	0.9755415	0.001590561	0.02286803
95	76561198121496000	Plot	"- Story is compelling."	Positive	0.9618564	0.001635495	0.03650815
96	76561198031377697	Plot	"Fun game play and seemingly deep story."	Positive	0.9958255	0.0002418613	0.003932723
97	76561198262387790	Plot	"Simple but good action, not the deepest story but still quite interesting and the characters are amazing, looks absolutely great and is excellently optimised for PC."	Positive	0.9892292	1.055242E-05	0.01076034
98	76561198159096513	Plot	"A beautiful and vivid story could be considered as the soul of a Far Cry."	Positive	0.9737402	0.001435713	0.02482426
99	76561198071486434	Plot	"The cutscenes are deep and thrilling."	Positive	0.9818957	0.0008783405	0.01722597
100	76561197996759280	Plot	"- Likeable and well acted characters"	Positive	0.9922259	0.0007866542	0.006987321
101	76561197998653442	Plot	"The ending is perfect."	Positive	0.9807334	0.0008176141	0.01844905
102	76561198021612607	Plot	"I really liked how the story progressed."	Positive	0.998908	8.11545E-05	0.001010707
103	76561198000466660	Plot	"- The story is good."	Positive	0.9597849	0.001061002	0.03915413
104	76561198112815334	Plot	"The story that I have seen is intense and well done."	Positive	0.9897209	0.0007075128	0.009571481
105	76561198028983024	Plot	"Nukes of Hazzard ending (Resist)"	Neutral	0.1068591	0.02153822	0.8716027
106	76561198374562076	Plot	"THE STORY LINE IS INCREDIBLE AWESOME!"	Positive	0.9984298	4.463381E-05	0.001525501
107	76561198013171470	Plot	"Great Ending, though"	Positive	0.8868579	0.003468219	0.1096739
108	76561198020952971	Plot	"The story is simply amazing."	Positive	0.9925518	0.0002203803	0.007227783
109	76561198267593833	Plot	"Fucking amazing, beautiful graphics and an amazing story."	Positive	0.9997835	2.85803E-06	0.0002136628
110	76561198027546396	Plot	"- funny sidekicks with unique interactions"	Positive	0.7777236	0.003500896	0.2187754
111	76561198011692946	Plot	"Story is very enjoyable so far!"	Positive	0.9995707	3.072375E-05	0.0003985252
112	76561198085034414	Plot	"-Interesting and spooky story"	Neutral	0.2694841	0.02356875	0.7069472
113	76561198432653410	Plot	"Interesting story and great villain."	Positive	0.9465687	0.0008022938	0.052629
114	76561197999248028	Plot	"+Interesting story and great villain."	Positive	0.9421115	0.0005240878	0.05736429
115	76561198071586554	Plot	"Anyhow, great game, great graphics, great gameplay, pretty good story ."	Positive	0.990835	1.529681E-05	0.009149695
116	76561198013737343	Plot	"The game overall felt really fun and engaging even with its controversial ending."	Positive	0.9988237	0.00019439	0.0009817558
117	76561198329797959	Plot	"Good gameplay, good graphics and good story."	Positive	0.9981274	8.439898E-06	0.001864141
118	76561198128976897	Plot	"+Great story and great unique endings."	Positive	0.9989514	1.568522E-05	0.001032851
119	76561198003822608	Plot	"The companions are nice."	Positive	0.9840581	0.0005246115	0.01541736
120	76561198041269622	Plot	"Fantastic story with some genuinely interesting, multifaceted and menacing villains"	Positive	0.9453348	0.001307203	0.05335797
121	76561198153786030	Plot	"Amazing graphics and interesting story."	Positive	0.9989176	2.375578E-05	0.001058814
122	76561198112484132	Plot	"Interesting Villain(s)"	Positive	0.5231047	0.01908724	0.457808
123	76561198083944634	Plot	"Story is perfect."	Positive	0.9900492	0.0003409281	0.009609814
124	76561198015521446	Plot	"I enjoyed the opening scene."	Positive	0.9892069	0.0003973549	0.01039568
125	76561198185789702	Plot	"The gameplay is fun, story is amazing."	Positive	0.9985253	1.110517E-05	0.001463693
126	76561198037275885	Plot	"Very fun, great story and overall experience!"	Positive	0.9995437	9.238305E-06	0.0004469756
127	76561198257789130	Plot	"Very fun and addicting game with a very interesting story."	Positive	0.9997079	1.790014E-06	0.0002902359
128	76561198139567399	Plot	"This is the fuckin good story."	Positive	0.9920796	0.001710326	0.006210034
129	76561198010100951	Plot	"Diverse vehicles, really stunning characters in the story sequences."	Positive	0.9898344	0.000185311	0.009980312
130	76561198013227091	Plot	"Finally to me the story was amazing."	Positive	0.9950418	0.0004718211	0.004486341
131	76561197978566431	Plot	"A beautifully designed world wrapped in an uninteresting story."	Positive	0.9560103	0.01606572	0.02792408
132	76561198080178059	Plot	"TONS of missions to do, a brilliant and addicting story"	Positive	0.9956561	0.0002226357	0.004121198
133	76561198053478807	Plot	"I like very much and is very interesting."	Positive	0.9976821	0.0001334945	0.002184433
134	76561198090050996	Plot	"-Great villians and engaging story"	Positive	0.9926946	0.000144507	0.007160862
135	76561197967052860	Plot	"The story and atmosphere is engaging and interesting."	Positive	0.9914744	0.0001267475	0.008398877
136	76561198307970810	Plot	"Story is interesting, looks amazing and it is freakishly fun."	Positive	0.9982217	4.8632E-05	0.001729661
137	76561198016986755	Plot	"It's very fun and engaging."	Positive	0.9984872	7.44963E-05	0.001438188
138	76561198071143311	Plot	"Amazing ending (i have only done resist ending)"	Positive	0.9940549	0.0002692752	0.00567591
139	76561197962308843	Plot	"- Well written main characters, good story."	Positive	0.9901077	0.0008445075	0.009047823
140	76561198075380743	Plot	"-- Story is good, lot of action and a cool story!"	Positive	0.9977386	2.789763E-05	0.002233546
141	76561198103152004	Plot	"But as I say, it's interesting."	Positive	0.9351195	0.00345073	0.06142985
142	76561198182346295	Plot	"the gunplay is perfect and satisfying and it works well."	Positive	0.9986749	1.109834E-05	0.001313979
143	76561198071225897	Plot	"Side quests are actually entertaining, in fact, better than the main story."	Positive	0.9881368	0.0004732303	0.01138988
144	76561198182247989	Plot	"Excellent, varied, exciting gameplay makes up for the absurdist, albeit fun, story"	Positive	0.9973534	1.137582E-05	0.002635172
145	76561198032353796	Plot	"Good graphics, good story"	Positive	0.9958429	5.200929E-05	0.004105144
146	76561198059853052	Plot	"Love playing, story is very good with alot of side quests to do."	Positive	0.9961151	4.530497E-05	0.00383958
147	76561198235091612	Plot	"The story is good (Not done with the game yet but so far so good)."	Positive	0.9451961	0.0002688646	0.05453506
148	76561198048556572	Plot	"Really enjoying the gameplay and story!"	Positive	0.9991417	3.336348E-05	0.0008249087
149	76561198067790308	Plot	"So Far so good, cool story."	Positive	0.9982627	8.380439E-05	0.001653536
150	76561197998916462	Plot	"story is epic."	Positive	0.8747584	0.00599802	0.1192436
151	76561198124042287	Plot	"I really enjoyed Far Cry 5, the story was awesome, the gameplay was fun."	Positive	0.9970016	3.218844E-05	0.002966208
152	76561197990892206	Plot	"+ Great story with interesting characters."	Positive	0.9993461	1.375016E-05	0.0006401542
153	76561198015660972	Plot	"Gameplay is very organic and I love the story"	Positive	0.9991246	8.355325E-05	0.0007918417
154	76561198055144615	Plot	"+ Very good story for Faith (interesting story overall)"	Positive	0.9929182	0.0001300825	0.006951687
155	76561198094136628	Plot	"It is a great alround game story and envoirment wize."	Positive	0.9858218	0.0002048806	0.01397336
156	76561198022857550	Plot	"- The storyline is written fantastic!"	Positive	0.9978613	0.0003787821	0.001759887
157	76561198145716144	Plot	"-Interesting antagonists and decent story, better than FC4?"	Neutral	0.4871502	0.002644128	0.5102056
158	76561198035462945	Plot	"The story is pretty amazing."	Positive	0.9956073	0.0002418619	0.004150769
159	76561198079913376	Plot	"Really good game with nice graphics and a good story."	Positive	0.9994557	3.127023E-06	0.0005410941
160	76561198041181149	Plot	"great game, decent story ."	Positive	0.9961568	6.193251E-05	0.00378132
161	76561198065435077	Plot	"Very great story and an amazing setting."	Positive	0.9997477	4.456782E-06	0.0002479168
162	76561198253181895	Plot	"Amazing new story with fresh twist on old things ."	Positive	0.9988843	2.407196E-05	0.001091745
163	76561197964741749	Plot	"Excellent game, heaps to do, good story - enjoyed it."	Positive	0.9997466	7.208138E-07	0.0002526879
164	76561198187601751	Plot	"that opening is fantastic."	Positive	0.9872611	0.0006441312	0.01209485
165	76561197972336905	Plot	"Cool ending, and lots of fun."	Positive	0.996217	0.0001136061	0.003669316
166	76561198035999790	Plot	"Was it engaging?"	Positive	0.8634374	0.0147331	0.1218296
167	76561198010134542	Plot	"The decent allies and well-done villains make this a fun story."	Positive	0.9522247	0.002421337	0.04535402
168	76561198121679447	Plot	"Ending 10/10 unexpected and great"	Positive	0.9533522	0.0009107062	0.04573718
169	76561198217832953	Plot	"Story got some Humor."	Positive	0.9335141	0.004363342	0.0621226
170	76561198283030028	Plot	"Great video game with a great story."	Positive	0.9990729	1.258279E-05	0.0009145208
171	76561198072756353	Plot	"Story was enjoyable and I love the unconvential ending."	Positive	0.9986023	4.794317E-05	0.001349794
172	76561198064426883	Plot	"Gunplay and action is smooth, story is excellent, and fishing is 10/10."	Positive	0.9933923	1.500336E-05	0.006592637
173	76561198078417913	Plot	"+Very intriguing setting and story (just like how it is in FC3/4)"	Positive	0.994713	1.987473E-05	0.005266969
174	76561198138767893	Plot	"[*]Story is impressive"	Positive	0.9641584	0.0006631617	0.03517851
175	76561197973342923	Plot	"Gameplay is fantastic, setting is fantastic and I genuinely enjoy the story."	Positive	0.9996439	1.698704E-06	0.0003544115
176	76561198061745255	Plot	"Now for the coup de grace- The ending."	Neutral	0.1130324	0.007738119	0.8792295
177	76561198017333213	Plot	"Great story, SUPER SMOOTH GAME PLAY and LOTS OF THINGS TO DO!"	Positive	0.9995494	4.950438E-06	0.0004455115
178	76561198169462033	Plot	"The story is also amazing."	Positive	0.994955	0.0001760381	0.004868995
179	76561198022549868	Plot	"It is incredibly fun, gorgeous, and a well thought out story."	Positive	0.997412	3.319765E-05	0.002554782
180	76561198340442432	Plot	"The antagonists are quite good and well written."	Positive	0.9975958	0.0001051124	0.002299069
181	76561197998343422	Plot	"If you can get past the tropes and quirky plot, it's "hella fun"."	Positive	0.7959985	0.01117027	0.1928313
182	76561198029046467	Plot	"Story line was amazing ending was unexpected to say the least."	Positive	0.9622559	0.004147362	0.03359672
183	76561198123387209	Plot	"The story is also good, and is underrated."	Positive	0.9894156	0.000139966	0.01044427
184	76561198003646710	Plot	"The gameplay is fun, story is interesting."	Positive	0.9955603	4.87442E-05	0.0043909
185	76561198071916413	Plot	"In my opinion for the most part the story was pretty engaging , the actors were also pretty good."	Positive	0.9922078	0.0003167458	0.007475466
186	76561198108670551	Plot	"Setting is awesome, story is engaging, and the fighting is great."	Positive	0.9985625	6.751905E-06	0.001430821
187	76561198026759266	Plot	"It has interesting characters and a narative and setting that is fun as well."	Positive	0.9953504	4.711298E-05	0.004602482
188	76561198141358649	Plot	"It feels actually complete, has surprisingly good story and on current events jokes thrown in."	Positive	0.99791	0.000266473	0.001823549
189	76561198000207900	Plot	"The gunplay is a very solid aspect here, done extremely well and definitely presented well."	Positive	0.9996301	5.558117E-06	0.0003642484
190	76561198001478024	Plot	"The story is great so far."	Positive	0.9984328	5.757181E-05	0.001509589
191	76561198022719467	Plot	"The story line interesting."	Positive	0.8969962	0.005413163	0.09759071
192	76561197978671843	Plot	"The story is great all around and gameplay as well."	Positive	0.9970937	6.781629E-05	0.002838439
193	76561198055131483	Plot	"PS: the ending is impressive."	Positive	0.9342827	0.002908744	0.06280864
194	76561197974522102	Plot	"Fishing was awesome and actually felt engaging."	Positive	0.999797	5.618543E-06	0.0001973987
195	76561198425480123	Plot	"This Farcry additon in exceptional,work of perfection,excellent theme and settimg and brilliant role play as well as the story line is quite intreging."	Positive	0.9798694	3.148146E-05	0.02009899
196	76561198825706364	Plot	"Really enjoying my time with it, the story really good."	Positive	0.9991686	1.52033E-05	0.0008161194
197	76561198234959908	Plot	"This game has a great and fun single player the campaign is amazing has a good story."	Positive	0.9994686	4.250458E-06	0.0005270879
198	76561198411379685	Plot	"I like FarCry5.it's funny and mysterious/"	Positive	0.9469979	0.0004489405	0.05255317
199	76561198124496887	Plot	"Loved the different ending possibilities also."	Positive	0.992207	0.0003894109	0.007403657
200	76561198263450178	Plot	"The story is interesting and main missions are very enjoyable to play."	Positive	0.9944227	4.90409E-05	0.005528243
201	76561198035241116	Plot	"Story is pretty good."	Positive	0.9863105	0.0006476119	0.01304195
202	76561198206516473	Plot	"This is all i'm telling, the story is amazing."	Positive	0.9890997	0.0005335688	0.01036682
203	76561198133307300	Plot	"The Story is interesting, the world looks awesome"	Positive	0.9971254	2.486979E-05	0.002849719
204	76561198019865153	Plot	"The story is quite engrossing (so far)."	Positive	0.9967003	0.0001295341	0.003170172
205	76561198035413721	Plot	"+ good game story is good!"	Positive	0.998886	9.866089E-06	0.001104059
206	76561198410185904	Plot	"great game, long story with a good ending"	Positive	0.9950076	2.058459E-05	0.004971697
207	76561198012068447	Plot	"The companions are a lot of fun."	Positive	0.9658666	0.001446378	0.03268711
208	76561198072742138	Plot	"The game is beautiful, the grapic and the story is very well put togter."	Positive	0.9980591	1.799957E-05	0.001922909
209	76561198119555311	Plot	"It has an amazing story, Grapichs are decent."	Positive	0.9965413	9.577393E-05	0.003362876
210	76561198088344502	Plot	"Also, the story once again is incredibly engaging and interesting."	Positive	0.9975738	0.0003027477	0.002123468
211	76561198080477775	Plot	"All in all, despite some serious story blunders, I highly reccomend this game."	Positive	0.9829342	0.001295781	0.01576999
212	76561197967143614	Plot	"story is unique like other farcry games so it is fun story."	Positive	0.9902643	0.0001510399	0.009584722
213	76561198054906626	Plot	"If you're looking for interesting story and interesting primary-villains"	Positive	0.4455896	0.1466651	0.4077452
214	76561198219939571	Plot	"Its so incredibly emotional and story driven as well as being a Far Cry game."	Positive	0.9844817	0.004881671	0.01063667
215	76561198238334120	Plot	"Great story line as well, just like the others."	Positive	0.9980376	1.506044E-05	0.001947263
216	76561198068172225	Plot	"Story is nice."	Positive	0.9849439	0.0006689269	0.01438712
217	76561198125969197	Plot	"Main story is superbly well done"	Positive	0.9972433	9.519519E-05	0.002661548
218	76561198021709549	Plot	"Many interesting NPCs to interact with"	Positive	0.9288887	0.002069777	0.06904144
219	76561198021354660	Plot	"The story is quite good, Big Boss really good!"	Positive	0.9972672	2.853373E-05	0.002704267
220	76561198107358379	Plot	"The ending was fantastic!"	Positive	0.9938365	0.0005967102	0.005566758
221	76561198100998094	Plot	"+ Intriguing story with very "interesting" characters."	Positive	0.9795557	7.17149E-05	0.02037267
222	76561198020537971	Plot	"This is an amazing game with an amazing story line it's bizarre for sure."	Positive	0.995279	4.753717E-05	0.004673502
223	76561198035474923	Plot	"Good optomization and good history."	Positive	0.9711804	0.0006593799	0.02816022
224	76561198067498391	Plot	"The game seems to be optimised pretty decently as well."	Positive	0.9598919	0.02333544	0.01677271
225	76561198079835499	Plot	"TLDR if you're looking for a great SP story this game has it."	Positive	0.8481458	0.008789282	0.1430649
226	76561198247702626	Plot	"Love the deepth in the story, really made me think about things"	Positive	0.9910245	0.0001720542	0.00880341
227	76561198142846507	Plot	"Story is good"	Positive	0.9719664	0.001128514	0.02690508
228	76561198027347880	Plot	"Love the story and the ending!!"	Positive	0.998859	5.947169E-05	0.001081588
229	76561197971104830	Plot	"It's a solid game and fun to play with a mostly memorable story and bad guy."	Positive	0.9897714	0.0004805452	0.009748016
230	76561197982776047	Plot	"Far Cry 5 has a great story with interesting characters all the way through."	Positive	0.9866371	0.001304225	0.01205864
231	76561198403095446	Plot	"Story is well put together and graphics are insane."	Positive	0.9743885	0.003587851	0.02202369
232	76561198093687929	Plot	"- Interesting main antagonists"	Neutral	0.08101861	0.002006504	0.9169749
233	76561197963682238	Plot	"All joking aside, this is an amazing game, with a engaging story line."	Positive	0.9979855	2.098469E-05	0.001993527
234	76561198370390236	Plot	"+The story is very GOOD, like SUPER DUPER GOOD"	Positive	0.9993128	7.536272E-06	0.000679748
235	76561197967549162	Plot	"Main story line is good enough to keep me intrigued and playing."	Positive	0.9876068	0.0001750407	0.01221808
236	76561198099027375	Plot	"The combat is fun, the story is great and the characters have actual depth."	Positive	0.9959378	2.422988E-05	0.004038022
237	76561198166872031	Plot	"The story is incredible, the cutscenes are incredible, and the combat is great, the characters are great and the setting is incredible."	Positive	0.9985385	1.448602E-06	0.001460005
238	76561198217832953	Plot	"The story was good graphic great."	Positive	0.9968258	0.0001065553	0.003067558
239	76561198069760311	Plot	"The main NPCs are great and memorable too."	Positive	0.9955121	7.971748E-05	0.004408183
240	76561198080477775	Plot	"- The story is fun, intriguing, and genuinely compelling, as are the side quests"	Positive	0.9953806	2.35026E-05	0.004595846
241	76561198006531085	Plot	"I would love to see a movie with him in it."	Positive	0.8573556	0.0323924	0.1102521
242	76561198055854858	Plot	"I love the setting and the idea behind the Story."	Positive	0.9946568	0.0001663593	0.00517688
243	76561198042046382	Plot	"So far the story is great."	Positive	0.9955125	0.0004046525	0.004082778
244	76561198026775318	Plot	"Great game visually and in gameplay if you arent into deep emotional story, just to chill and kill some bandits."	Positive	0.9894803	0.0003635329	0.01015618
245	76561198065250446	Plot	"The story is great."	Positive	0.990249	0.0004502518	0.009300696
246	76561197985673124	Plot	"+The story is great"	Positive	0.9932944	0.000177049	0.006528507
247	76561198445893234	Plot	"While the characters and story are quite good, there is one short coming."	Neutral	0.2612205	0.06106396	0.6777155
248	76561197994795895	Plot	"Was the story flawless?"	Positive	0.8449516	0.007431529	0.1476168
249	76561198141140869	Plot	"loads to do after the story, lots of fun to be had."	Positive	0.9905856	0.002504073	0.006910408
250	76561198019072812	Plot	"This gets us into the story, which is interesting to say the least."	Positive	0.9271604	0.003894966	0.06894466
251	76561198200857246	Plot	"Overall, great set of characters (friendly or not), quite a but of funny moments, and an interesting enough story."	Positive	0.9778486	0.0001113125	0.02204012
252	76561198218937288	Plot	"The story mode is enjoyable, the antagonists are very interesting characters."	Positive	0.9981014	2.671759E-05	0.001871767
253	76561198158921542	Plot	"It has Comedy,Fun Charecters,A good and unique twist of a story."	Positive	0.9814215	0.0001286719	0.01844988
254	76561198062596775	Plot	"The story is good, characters are good, funny funny comentary by at least 2 of the guns for hire ."	Positive	0.9960479	4.066201E-05	0.003911466
255	76561198016485091	Plot	"Right away the story sets up the villian great and I look forward to see more."	Positive	0.9870651	0.001163517	0.01177138
256	76561198091003851	Plot	"I love the story, the characters, the missions, and everything in the game."	Positive	0.9959909	3.27208E-05	0.003976298
257	76561198130632402	Plot	"The story is great so far, a very strong opening on par with FC3 and has the potential to be better."	Positive	0.9962191	0.0001498223	0.003631035
258	76561198161730687	Plot	"The story itself is also very enjoyable and the world is filled with memorable characters."	Positive	0.9993039	3.145691E-05	0.0006645027
259	76561198010051295	Plot	"THIS GAME WAS AMAZING JUST AMAZING THE ENDING THE START THE EVERYTHING!"	Positive	0.9997123	1.027112E-05	0.0002773874
260	76561198058955787	Plot	"The locale is real good."	Positive	0.9744442	0.001564893	0.02399082
261	76561198014801157	Plot	"The story is lame but as a newcomer to the series this is just a genuinely fun game."	Positive	0.5972813	0.01010391	0.3926147
262	76561198085533312	Plot	"Is the story incredible?"	Positive	0.6589569	0.007570433	0.3334726
