Uid	User_Id	Feature	Comment	Sentiment	Pos	Neg	Nut
12	amzn1.account.AFCWDH7Y3N3U4ZKGOXSOAZR6TW4Q	Product Reliability	"We haven't seen a single cockroach in months!"	Positive	0.7022139	0.0878875	0.2098986
13	amzn1.account.AG5VUF5FKXR7OJKT7MY3L34TPKHQ	Product Reliability	"Unplugged a few this summer and bam."	Neutral	0.4104988	0.04495193	0.5445492
14	amzn1.account.AFCWDH7Y3N3U4ZKGOXSOAZR6TW4Q	Product Reliability	"Nothing else seems to be working!"	Positive	0.485825	0.3586556	0.1555194
15	amzn1.account.AFCWDH7Y3N3U4ZKGOXSOAZR6TW4Q	Product Reliability	"After a year of dealing with these disgusting bugs, I finally found a solution that seems to have solved the problem."	Positive	0.9087279	0.030426	0.06084614
16	amzn1.account.AHQRHKSVTZ5IUQM5POWPK7YQGKTA	Product Reliability	"Have had this for months and last time I saw any crawly thing was a few days after I got this."	Positive	0.8355151	0.1026088	0.06187604
17	amzn1.account.AHIGO3IGZ4RIAMID2IIC2E7HZ4UQ	Product Reliability	"just got this couple days ago."	Neutral	0.3257229	0.03404575	0.6402314
18	amzn1.account.AGRWSQTCD5OO7S5AKAICIWXRTUVQ	Product Reliability	"So far it seems to be working."	Positive	0.9132947	0.02562905	0.06107626
19	amzn1.account.AEMFLHNRIVLOCAX2CDLYWPNVS3IA	Product Reliability	"They seem to be working."	Positive	0.7487376	0.08528803	0.1659743
20	amzn1.account.AHIMLUO3VVXLCEGZGQ2OZZQCKTUA	Product Reliability	"Have had this installed now for a few months ."	Positive	0.5309992	0.06548187	0.403519
21	amzn1.account.AHQJXO7OF62WCLN2LMLDYU75RPUQ	Product Reliability	"Seem to be working."	Positive	0.6602387	0.08455892	0.2552024
22	amzn1.account.AGKE5CHDTUTXC45HMGGL7I2D4KLQ	Product Reliability	"Seems to be working just well."	Positive	0.9757966	0.00545937	0.01874418
23	amzn1.account.AGPYKG4MVD2C4MULB33IEIJTUB7A	Product Reliability	"These seem to be working as i’ve not seen any pests since installing them."	Positive	0.8197759	0.04816544	0.1320587
24	amzn1.account.AE5S3LERJKCGCSW443ZXF6RPI7WQ	Product Reliability	"It's been 3 weeks now."	Neutral	0.2464897	0.1538023	0.599708
25	amzn1.account.AGILHPDNWZD2HQO2GG5CRRAOYCIQ	Product Reliability	"Was not sure it would work but we have had them for a couple of months now and the ants are gone."	Negative	0.3664503	0.4451464	0.1884034
26	amzn1.account.AGSZE5HHEXFK53NFMR7UCCMK5WDA	Product Reliability	"I’ll try them in my new home and give a new review next year"	Neutral	0.1100734	0.001744198	0.8881825
27	amzn1.account.AG2ZW7EKYGIZH5WALP7G3RMXUJKA	Product Reliability	"For a couple of weeks now his mood has changed, hardly eats and sadly talks a lot less and even days without any talking or whistling or singing, this is very upsetting."	Negative	0.02137595	0.9609793	0.01764463
28	amzn1.account.AG2ZW7EKYGIZH5WALP7G3RMXUJKA	Product Reliability	"I've been using these sensors for a few weeks now."	Neutral	0.3654425	0.0621169	0.5724406
29	amzn1.account.AGVDA5NMKX6QHC5RNU44UVHEJXXA	Product Reliability	"Haven't seen any varmints, seems to be working ok"	Neutral	0.2451034	0.0405766	0.7143199
30	amzn1.account.AHPFJVSVIR3NDUWK5CDK6Z7RU6SQ	Product Reliability	"I really hope they’re still working ."	Positive	0.6551489	0.0904559	0.2543951
31	amzn1.account.AEBEAPU5UZQBLR4DFFY7RI7SCJNQ	Product Reliability	"Three weeks later I still have droppings"	Negative	0.06891362	0.6049022	0.3261842
32	amzn1.account.AH3M2AWPS5RKXUWAH6ESMCQVD2BA	Product Reliability	"I have this hooked up for 3 days now, and what in the world is this??"	Positive	0.8442758	0.004865313	0.1508589
33	amzn1.account.AHAE7FS7IDAQROX5F7DI2Y7GPU2A	Product Reliability	"Definitely still see spiders and these have been in place for a couple months now."	Positive	0.67112	0.1897855	0.1390945
34	amzn1.account.AGXYCW4PTDCLGRZPUH7C2DRU3A2Q	Product Reliability	"We have used these for several weeks now and there are no rats or bugs!"	Positive	0.9732732	0.008531906	0.01819492
35	amzn1.account.AGXNAZABJ3LMI4GB4H4VX4V2V2ZA	Product Reliability	"The same happened the day after and after that."	Neutral	0.04041832	0.2131765	0.7464051
36	amzn1.account.AFVG226OUFBBBCT5XTW3SF3A5CAA	Product Reliability	"I would say it takes some weeks to drive em out gently with the "vibes", but I would say it has been VERY effective."	Positive	0.7020072	0.01509122	0.2829016
37	amzn1.account.AGXN67CU2UKVNIP2ZN5S5FQZQVRQ	Product Reliability	"I will update my review towards the end of January after they have been in place for a couple of months."	Neutral	0.1007248	0.05847828	0.8407969
38	amzn1.account.AFIG2TIROX7S5RPFIGPWMEBRGPPQ	Product Reliability	" no rodents in the last 6 months."	Positive	0.4485906	0.2123059	0.3391035
39	amzn1.account.AHCCIFP2FG26R5JWECI4HQ4AG5XQ	Product Reliability	"Not really sure if these are working yet."	Negative	0.0712483	0.5064355	0.4223162
40	amzn1.account.AE5S3LERJKCGCSW443ZXF6RPI7WQ	Product Reliability	"Only gave it a 4 star review as it's only been 3 weeks."	Negative	0.0360979	0.7040684	0.2598337
41	amzn1.account.AE362WSBCUT3TMYEBLF5OQTD7WUA	Product Reliability	"Dinged one star because one of the 6 units stopped working in a week."	Negative	0.01233998	0.9119678	0.07569217
42	amzn1.account.AGEYOD5Y2IR6E222ASVE53YUFQBQ	Product Reliability	"I've had them plugged in for one month all for nought."	Neutral	0.4076552	0.08181459	0.5105302
43	amzn1.account.AFVAEMDBZJQF5SZTYXPGH7NHLNCQ	Product Reliability	"I have only been using a couple of weeks."	Neutral	0.3159692	0.09366664	0.5903641
44	amzn1.account.AFNCKXNVZCWLDYSBRVNINSE334GA	Product Reliability	"If someone from this company could contact me, one of my units is defective."	Negative	0.006523339	0.9460256	0.04745098
45	amzn1.account.AHQS2M6ZYIG6QFUZC2QMKROB2YAQ	Product Reliability	"Since then I might see one once or twice a month but then they  disappear."	Neutral	0.07415546	0.3275172	0.5983274
46	amzn1.account.AHQS2M6ZYIG6QFUZC2QMKROB2YAQ	Product Reliability	"Nothing worked they would come back in a few days."	Negative	0.03920477	0.8471214	0.1136738
47	amzn1.account.AG4RWQB2K6H72CPZ3Q23IRDPU7WQ	Product Reliability	"Have had them installed for almost a month, pest problem has slowed but not stopped yet"	Neutral	0.1754737	0.3262248	0.4983015
48	amzn1.account.AEKGTN5XZERG3RLEIGYGJHGSJX4Q	Product Reliability	"Not sure if worth the trouble and money to send the malfunctioned unit and wait for a working one to come back ."	Negative	0.02191206	0.8860305	0.09205752
49	amzn1.account.AGJIKW2XF5BA3BJM74KSZFMCXL6Q	Product Reliability	"Two quit working almost immediately"	Negative	0.009211545	0.9526947	0.03809381
50	amzn1.account.AH6JIA3YPXQEJ7IL5EOLG5Z2SRWQ	Product Reliability	"It has been in place for 4 months, and I don't see any difference."	Negative	0.08309298	0.7196959	0.1972111
51	amzn1.account.AHVIX3DIH3UNK6XFXOLECLPYJSDA	Product Reliability	"After two months we haven't seen any significant  results."	Negative	0.08456779	0.6118529	0.3035793
52	amzn1.account.AEWMOHYURAMJ64MMLEEJWRNZPIUA	Product Reliability	"The units have been in place for about 2 months."	Neutral	0.1502123	0.1041397	0.745648
53	amzn1.account.AFGZC7JMXXFIYKWPM4VEJL5ZBPGQ	Product Reliability	"Three months later and the mice are still everywhere."	Positive	0.4035453	0.3764379	0.2200167
54	amzn1.account.AEYJS2I4GKHHCCEGXQQTS3ZXGGHQ	Product Reliability	"This device does NOT work at all with them."	Negative	0.0008560283	0.9952207	0.003923225
55	amzn1.account.AFQA7SN4DCJD766CS5KRWR2ZN3HA	Product Reliability	"Two of the units died within a month of purchase."	Negative	0.01058656	0.9712614	0.01815199
56	amzn1.account.AGDHN27YUZOB3PUMULS5QYGVNX3Q	Product Reliability	"Now 3 out of 6 stop working under a month."	Negative	0.0110836	0.891839	0.09707745
57	amzn1.account.AGDQMFZUZQ77CQMFNMVM23ZTEQWA	Product Reliability	"Well, it's been few months and I'm not sure why I still have it plugged in."	Neutral	0.2525714	0.3328241	0.4146045
58	amzn1.account.AFV2NQ3ELAQRGXC6QYEUJ2RIPSRA	Product Reliability	"I’ve had them plugged in for over a week now and they haven’t helped at all."	Positive	0.8237857	0.01104329	0.165171
59	amzn1.account.AGDQMFZUZQ77CQMFNMVM23ZTEQWA	Product Reliability	"I wish I would have returned this sooner, but my gut feelings kept telling me, let's keep it plugged in for few more days."	Negative	0.2699291	0.3766672	0.3534037
60	amzn1.account.AHIXQ7PJZZ52FPQQXJVD24WHZ2CA	Product Reliability	"Never hat a rodent problem till a month ago and these are not helping either."	Negative	0.003841189	0.9677086	0.02845026
61	amzn1.account.AHOVFT2N7DHU7UOCSF6OQ2ETLGOA	Product Reliability	"This stopped working 4 months after we got the repellent."	Negative	0.005275028	0.9669138	0.02781112
62	amzn1.account.AFQCRTCS63NYCA7X3BODIA5Y4NIQ	Product Reliability	"WHY DOES IT TAKE 3-4 WEEKS!????"	Negative	0.07557852	0.5237881	0.4006335
63	amzn1.account.AFVPRXDFN5WDMQ7OQUHW3JSHHCSA	Product Reliability	"Two months in and I still have mice."	Neutral	0.2036483	0.2565549	0.5397968
64	amzn1.account.AFXW7J2X7EG3YKAWR2I5ZP4XG4LA	Product Reliability	"Got this for spiders,had for a little over a month spiders making webs on them,did not work at all"	Negative	0.006939395	0.9613695	0.03169115
65	amzn1.account.AHD267TIN4U6HHCLMPQMYGN6NPJA	Product Reliability	"I bought these with hopes from the reviews I read but its been 6 weeks and we still have them coming in."	Neutral	0.3639612	0.1257437	0.510295
66	amzn1.account.AHSIXDW2F7OHYMZ62RSXSBGFBDPA	Product Reliability	"Is working not good"	Negative	0.03451842	0.8743416	0.09113995
67	amzn1.account.AFIMBMKE4ACFOG7JRXVGRJPCVJJA	Product Reliability	"This product doesn't work and has not stopped the spider or roaches."	Negative	0.02212453	0.9637102	0.0141652
68	amzn1.account.AF4RDKP72O6AQ4655K52V56RVLCA	Product Reliability	"It's been almost 3 weeks with them plugged in nonstop and I don't see them disappearing in the next 2 days."	Positive	0.8096673	0.1513015	0.0390313
69	amzn1.account.AGEPGCBIIZNEGA2MWW3UJKROF24Q	Product Reliability	"I have given this three weeks and it hasn't done a thing other than eradicate spiders."	Positive	0.6653687	0.2762461	0.05838525
70	amzn1.account.AE5ALDBVEGWC66H35Y5R2AYCCHAA	Product Reliability	"It never worked."	Negative	0.04495899	0.8997981	0.05524295
71	amzn1.account.AGJYB77UGYCZ6TU6PEPGQD5IA2EQ	Product Reliability	"This product did not work at all."	Negative	0.0008074463	0.9947945	0.004397953
72	amzn1.account.AF4K752JFNEH6GEXGYTEWNN3C24A	Product Reliability	"They cannot be returned after 60 days."	Negative	0.0136153	0.9443812	0.04200346
73	amzn1.account.AEXPQSJ5VQK6ZOJSK5T2SFHUEJSQ	Product Reliability	"It is not working."	Negative	0.006881763	0.9414602	0.05165799
74	amzn1.account.AHVM2XYRPPEXB555EKWMGLS2MZYQ	Product Reliability	"However, after less than a year (purchased Dec 2017) 2 units do not turn on when plugged in, and the ultimate test proved that it does not deter mice."	Positive	0.3983859	0.2761286	0.3254854
75	amzn1.account.AES4GACZ6KMKQFW3TFFW5RMPNIQA	Product Reliability	"I tried them for six months and checked periodically in the places where the rodents were coming."	Neutral	0.1383177	0.1281916	0.7334907
76	amzn1.account.AFEG44G2L6QUOTCWEJFXWKPC2LOQ	Product Reliability	"100% does not work."	Negative	0.003391813	0.9700212	0.02658692
77	amzn1.account.AH26SOF22RWOZ4VNATYXEU6WE3BQ	Product Reliability	"It's not working for me."	Negative	0.004582918	0.9353078	0.06010937
78	amzn1.account.AHIXQ7PJZZ52FPQQXJVD24WHZ2CA	Product Reliability	"I have had them plugged in for the past 3 weeks."	Neutral	0.4018317	0.08061344	0.5175549
79	amzn1.account.AFWI5MZPMJXDPUDZ3NJZNOCU7WIA	Product Reliability	"These things are junk."	Negative	0.004819923	0.9755083	0.01967167
80	amzn1.account.AFXVA2T7UPB4ZSUBQXM7MCWMDCIQ	Product Reliability	"BUT IT SEEMS NOT WORKING FOR ME."	Negative	0.0005834979	0.9861979	0.01321868
81	amzn1.account.AGBAM3KT5BDEGEBSD3DQKS5SXYOA	Product Reliability	"this thing is not working AT ALL"	Negative	0.002810809	0.9577605	0.03942874
82	amzn1.account.AGCNPOY4GIYGQF2NFKY25G4IAIKA	Product Reliability	"does not work"	Negative	0.00856134	0.9450539	0.0463848
83	amzn1.account.AE5TYNKW537T43Z6I4Y4PKQCIRPA	Product Reliability	"Does not work."	Negative	0.005672252	0.9667934	0.02753424
84	amzn1.account.AH7A5AVYDVKGJRL3QVAW2RPGVLKQ	Product Reliability	"Does not work!"	Negative	0.008933712	0.9655695	0.02549679
85	amzn1.account.AFECCSCAM45ZIFIOPHZJ5B53RBQQ	Product Reliability	"Does not work"	Negative	0.00856134	0.9450539	0.0463848
86	amzn1.account.AFZXWU5XOI7N3FL4LYBLD5V2HPAQ	Product Reliability	"They don’t work at all, plugged them in."	Neutral	0.1242818	0.3314484	0.5442697
87	amzn1.account.AEXB2JEN7Q4USWESRTRM5DWAV2LA	Product Reliability	"Plugged in for about 3 weeks and Will be returning."	Negative	0.01558191	0.9453124	0.03910568
88	amzn1.account.AEJ6OVD3MIMMN2DNCITIVW6MIXQQ	Product Reliability	"I have had them plugged in for over a week and it seems to have made the situation worse!"	Negative	0.02904019	0.9297222	0.04123764
89	amzn1.account.AELVNDM5J4DHPC4SSYOF7DUGVIBA	Product Reliability	"Does NOT work still have pest problems."	Negative	0.008034628	0.9472213	0.04474397
90	amzn1.account.AHUAO6CR3JQKI5BSSH23GXVHQDKA	Product Reliability	"is this faulty?"	Negative	0.02417241	0.7932554	0.1825721
91	amzn1.account.AHUX4BQAZBWAN3LTPCDPX55PBY5Q	Mouse	"I had these smart old mice all over the house eating my cannabis and getting woke and super smart."	Neutral	0.4592167	0.006463072	0.5343202
92	amzn1.account.AH2AVBAZ7U2BE6NM2TAKZFVCEPDA	Mouse	"This product really works against mice and cockroaches."	Positive	0.9107076	0.02784657	0.06144582
93	amzn1.account.AHXTU3WGSXHL66QHATQL4L32ONXQ	Mouse	"Installed these and haven't seen a mouse since."	Neutral	0.4084432	0.1322335	0.4593233
94	amzn1.account.AHNBG4KJFJK6STVWG5YIAVX72JIA	Mouse	"Since plugging it in, have not had a single mouse and hardly any roaches."	Positive	0.8940052	0.0672763	0.03871853
95	amzn1.account.AFEAIIZD3HBHUFLBGGCJFHD64OQQ	Mouse	"Bought some mouse traps the same day these devices came."	Neutral	0.2871123	0.1985189	0.5143688
96	amzn1.account.AHV5CYZMOTUWUPBMDDJP2VZT4SJQ	Mouse	"Within minuites after installation  the mice in walls were going nuts and havent heard then since."	Negative	0.3694079	0.4836059	0.1469862
97	amzn1.account.AFNAFNLLAUI55M2TJRKZKDR2DAXQ	Mouse	"Doesn't stop ants, but I have not seen a mouse or droppings since I installed them."	Positive	0.6400673	0.09095906	0.2689736
98	amzn1.account.AFEAIIZD3HBHUFLBGGCJFHD64OQQ	Mouse	"Thought for sure I'd catch at least one mouse ."	Neutral	0.1298707	0.2217176	0.6484117
99	amzn1.account.AHDMZWMPXME7CBUS2KXNZH56OCMQ	Mouse	"Haven't seen the mouse any more, thank goodness."	Positive	0.7129622	0.04788009	0.2391577
100	amzn1.account.AGRRPQZTMVZJYFDCHJJG6NSWHYTA	Mouse	"seen no mice dropping so all in all good producted"	Positive	0.9332985	0.003091361	0.06361016
101	amzn1.account.AE5S3LERJKCGCSW443ZXF6RPI7WQ	Mouse	"The first few weeks, I knew I had a mouse and it helped run that into a catch and release trap I had set up for a month prior to the order of these devices, since then I haven't had any little critters in the house so far."	Positive	0.9802414	0.002841123	0.01691751
102	amzn1.account.AGDPQLM32WTUR6FXEXKUE4RFV63Q	Mouse	"I bought these about a month ago and sine then have only seen one mouse and only seen it once."	Neutral	0.2793176	0.3036935	0.4169889
103	amzn1.account.AGQTXR26JGNTR6LWVLRMMCLRCTAA	Mouse	"This morning I happened to notice that a mouse had just recently been eating through the bag to get the dog food."	Neutral	0.06400337	0.1409388	0.7950578
104	amzn1.account.AGQTXR26JGNTR6LWVLRMMCLRCTAA	Mouse	"I thought these were working great for a small mouse problem I have."	Positive	0.8241364	0.0725872	0.1032763
105	amzn1.account.AHH6EJGPFJ7TTV6DNF4IGRKXCL7Q	Mouse	"The mice in my house laughed at me when they ran past this kind of quackery."	Positive	0.6177211	0.1660694	0.2162095
106	amzn1.account.AHFRNN45377WPYHLBXVMO33CRKRA	Mouse	"Seems like it attracted more mice"	Neutral	0.260807	0.2542606	0.4849324
107	amzn1.account.AGFCCIOAEFNKERQN6Z6EYGZXX5IA	Mouse	"Saw a mouse within days."	Positive	0.6279203	0.02631307	0.3457666
108	amzn1.account.AHDYZUCKTSARL3YCKIJO3L6QZGRQ	Mouse	"Had no effect whatsoever on house mice."	Negative	0.1300305	0.7454332	0.1245364
109	amzn1.account.AHHNPRDVY36ZIIHMF4VQJU2CREOA	Mouse	"5 minutes ago I watched a mouse stroll by the one plugged in in the dining room."	Neutral	0.2504668	0.01542226	0.734111
110	amzn1.account.AEPC4VVSFGIWT5PHZCEEEUZHABKA	Mouse	"have not seen a mouse bug spider  since I put them in  at this time of year the mice bugs like to come in and get warm NOT THIS YEAR"	Negative	0.2343248	0.4014786	0.3641966
111	amzn1.account.AHU62QL56V25YE77UAZIWSVBLALQ	Mouse	"We live by a wooded area and no pests of any kind, especially mice and bugs ."	Neutral	0.2837061	0.024668	0.6916259
112	amzn1.account.AFN25PPGE3H2PMKFWTB6L5UYSZDQ	Mouse	"Not this year 1 dead mouse in a sticky trap."	Negative	0.008636133	0.9136279	0.07773597
113	amzn1.account.AHGKHXQMOTJU6MPJYD5IGWCZTAKA	Mouse	"Not only that, but we just remodeled/finished our basement and noticed mice down there when we did (ew ."	Negative	0.1122804	0.6568568	0.2308629
114	amzn1.account.AHNBG4KJFJK6STVWG5YIAVX72JIA	Mouse	"Have a mouse & roach issue & am tired of cleaning up traps."	Negative	0.06979734	0.7548434	0.1753594
115	amzn1.account.AHXTU3WGSXHL66QHATQL4L32ONXQ	Mouse	"Had a terrible mouse problem."	Negative	0.008833923	0.9476951	0.04347102
116	amzn1.account.AFIG2TIROX7S5RPFIGPWMEBRGPPQ	Mouse	"Also, no snakes looking for mice !!!"	Positive	0.8985735	0.03333092	0.06809565
117	amzn1.account.AHRNCGBCOESYQTHJVBQFJFU3XB3Q	Mouse	"Maybe deaf mouse?"	Neutral	0.01188557	0.4422772	0.5458372
118	amzn1.account.AEFIGUXTARB5E5RC4CW4AQRSFSSA	Mouse	"I am still getting an occasional mouse here and there which I capture in a live trap and release some distance away."	Neutral	0.1500346	0.02420842	0.8257569
119	amzn1.account.AHRNCGBCOESYQTHJVBQFJFU3XB3Q	Mouse	"Immediate diference in bugs in the house, got rid of all but one mouse, that we had to trap."	Neutral	0.08677911	0.2650605	0.6481604
120	amzn1.account.AEXTSXZNZGZX7ILDZIMBSULZU35Q	Mouse	"Can’t hear it, didn’t really have a bug/mice issue before other than some small spiders in basement."	Neutral	0.1735982	0.130773	0.6956288
121	amzn1.account.AGPYZP6A45LS33P4T6CQVGQKTZHQ	Mouse	"Have had mice return."	Negative	0.04162828	0.7111529	0.2472189
122	amzn1.account.AH4WWFPX4OGJKRSK43AQE2TCPXBQ	Mouse	"Doesnt seem to be working, i watched a mouse walk right by the unit"	Negative	0.02552963	0.8282154	0.146255
123	amzn1.account.AFTK3ULREGNRYDUX3JGAJGGRQTXA	Mouse	"The product did not drive the mice away."	Negative	0.06766273	0.8740408	0.0582964
124	amzn1.account.AFTK3ULREGNRYDUX3JGAJGGRQTXA	Mouse	"I plugged it in and used it 3 days in addition to using humane mice traps."	Positive	0.5184482	0.02470453	0.4568473
125	amzn1.account.AFXNRIEKRZFNFPY3OASX3Z37B5GA	Mouse	"I'm also not sure they really make a difference at all -- I have them in the kitchen where I had seen a mouse once and a few weeks ago I saw another mouse just a few feet away from the unit."	Negative	0.2843112	0.3708653	0.3448235
126	amzn1.account.AEWMOHYURAMJ64MMLEEJWRNZPIUA	Mouse	"They might work on spiders and other bugs because I haven't been bothered with those but definitely not on mice."	Neutral	0.3333415	0.2743786	0.3922798
127	amzn1.account.AEWMOHYURAMJ64MMLEEJWRNZPIUA	Mouse	"I anticipated that I would have mice problems in the winter so I purchased these hoping to eliminate the mice."	Neutral	0.2600158	0.06356809	0.6764161
128	amzn1.account.AG4NMZ22WYBGPJGL2MUVJI7DYDPA	Mouse	"They don’t work the mouse is laughing at me."	Positive	0.4610829	0.1420331	0.3968839
129	amzn1.account.AFVKB7OWFLLBQLV6GIEZBDWTRBOQ	Mouse	"Does not help at all with mice"	Negative	0.00823465	0.922063	0.0697024
130	amzn1.account.AGCUJ2XT6ZRJ63WALUU2J5LQ66PA	Mouse	"Still have the field mice problem."	Neutral	0.2186779	0.3619396	0.4193824
131	amzn1.account.AFVPRXDFN5WDMQ7OQUHW3JSHHCSA	Mouse	"Two months in and I still have mice."	Neutral	0.2036483	0.2565549	0.5397968
132	amzn1.account.AGIBLUFHH3CSI4B3HE3BJXQXBVOA	Mouse	"At this point I am not sure if these are meant to repel or rather attract mice."	Neutral	0.04932928	0.2328546	0.7178162
133	amzn1.account.AE7RNAVHA7MF6MVVG45IJKULCKBA	Mouse	"Saw one mouse not 5 feet from one device and then had a spider crawling inches from another device."	Negative	0.1639003	0.5101368	0.3259627
134	amzn1.account.AER5KZCCC3I7IZ4VEZYHIKIBLKZA	Mouse	"Mice were worse after plugging in all 6 devices"	Negative	0.1489554	0.7237872	0.1272574
135	amzn1.account.AEZHOYX6SCWESYWZNY6IZRYORSHA	Mouse	"It does not work, we still have mice at home"	Negative	0.01178626	0.8741589	0.1140549
136	amzn1.account.AFXVA2T7UPB4ZSUBQXM7MCWMDCIQ	Mouse	"They did not repel the mouse/rat out."	Positive	0.4399396	0.3754147	0.1846456
137	amzn1.account.AGCCVN47DT2REVUISEWMYOWR5RVQ	Mouse	"Has not helped with mouse problem (reason for purchase) so we have resorted to poison control."	Negative	0.02740468	0.8379264	0.1346689
138	amzn1.account.AHYWIXPLWI7HG723WT4M6GHD2X5Q	Mouse	"Not only was repelling mice a fail, 1 mouse climb on it!"	Neutral	0.2883911	0.1776081	0.5340009
139	amzn1.account.AGBGWHJEET6UCCWGP2FX3ERK6OQA	Mouse	"Did not work had them plugged in for months mice keep coming back worse than before."	Negative	0.0006842662	0.9874783	0.01183743
140	amzn1.account.AFA2LCEBCVRBHQELOYPOV4DUSI5Q	Mouse	"This did nothing against mice."	Neutral	0.3295211	0.2907156	0.3797633
141	amzn1.account.AHHNPRDVY36ZIIHMF4VQJU2CREOA	Mouse	"Keep finding mouse poop in the cupboards."	Neutral	0.2809008	0.1425778	0.5765213
142	amzn1.account.AER6IABAK45TZ6ISF3Q5DSXIJFUQ	Mouse	"Does not work on mice !"	Negative	0.01443877	0.943728	0.04183338
143	amzn1.account.AFONHEJY5CHBZX4YQ2H57C4UBWNA	Mouse	"Found these to be totally useless against mice."	Negative	0.01106198	0.953869	0.0350691
144	amzn1.account.AGJTCWGE3X3K4BSJLBT66LQOYI3Q	Mouse	"Baited a mouse trap and set it up about 2 feet from the ultrasonic and have caught several mice so far."	Positive	0.7585732	0.0737932	0.1676336
145	amzn1.account.AHGKHXQMOTJU6MPJYD5IGWCZTAKA	Capacity	"Then I HAD to order another box because they work so well I wanted them in my guest house, my barn and my garage!"	Positive	0.8889905	0.006511043	0.1044984
146	amzn1.account.AGFLKFPSXK3IED3NSWYUUJ36GZOA	Capacity	"BEST INVENTION YET, no more poisons in my house, NO MORE UNWANTED CREATURES at all!.!."	Positive	0.9749503	0.00210475	0.02294485
147	amzn1.account.AHUX4BQAZBWAN3LTPCDPX55PBY5Q	Capacity	"My mom is here and sleeping soundly in the guest bedroom and I have these little miracles to thank!"	Positive	0.9896228	0.0002067261	0.01017049
148	amzn1.account.AFVG226OUFBBBCT5XTW3SF3A5CAA	Capacity	"Garage, 2 bedrooms, living room."	Neutral	0.05259682	0.001634974	0.9457682
149	amzn1.account.AFCWDH7Y3N3U4ZKGOXSOAZR6TW4Q	Capacity	"I put these things in every room of the house and in my classroom as well."	Positive	0.5931292	0.005196659	0.4016743
150	amzn1.account.AG4ALQRTPCINCAVMIYTDQME57NSA	Capacity	"Placed them around our house and garage."	Neutral	0.08177852	0.009583985	0.9086374
151	amzn1.account.AGZ7W73YEIFEQWDKDS2EMO27CMCQ	Capacity	"With these plugged in throughout my house, I have had much less mess."	Positive	0.9830876	0.006689293	0.01022311
152	amzn1.account.AGDPQLM32WTUR6FXEXKUE4RFV63Q	Capacity	"I think the key here is to put one in every room of the house."	Neutral	0.4332533	0.03402338	0.5327233
153	amzn1.account.AGRWSQTCD5OO7S5AKAICIWXRTUVQ	Capacity	"We aren't seeing any bugs in the house."	Positive	0.9116011	0.01173021	0.07666875
154	amzn1.account.AHP5KNUKLQ63FOLFCCXQ4722SCEA	Capacity	"These have been placed in our house a little over a month."	Neutral	0.3171632	0.09240611	0.5904307
155	amzn1.account.AGILHPDNWZD2HQO2GG5CRRAOYCIQ	Capacity	"Put them in the kitchen, Living room, bathrooms and two of the bedrooms."	Neutral	0.1980252	0.003956875	0.7980179
156	amzn1.account.AGILHPDNWZD2HQO2GG5CRRAOYCIQ	Capacity	"I like the fact you have enough for various rooms."	Positive	0.9881615	0.0006938644	0.01114462
157	amzn1.account.AGQTXR26JGNTR6LWVLRMMCLRCTAA	Capacity	"I placed them in every room of my small home."	Neutral	0.2696588	0.02854681	0.7017943
