Uid	User_Id	Feature	Comment	Sentiment	Pos	Neg	Nut
61	amzn1.account.AE4LF4F7PPZTODMJLHV4SJZOPRYA	Storage	"- I had to reformat the microSD card to NTFS before using"	Neutral	0.01575002	0.4336303	0.5506197
62	amzn1.account.AHHWCI3WKHW2POUGFMAXIA66KZBA	Storage	"I wish I could have the same memory."	Negative	0.1742181	0.5784543	0.2473277
63	amzn1.account.AESR7Y37UCX2DX5O4EZVYF4ZURBA	Storage	"It's an sd card, nobody should have to write a review but it keeps pinging me to make one, thanks Jeff Bezos."	Negative	0.031654	0.9161631	0.05218272
64	amzn1.account.AHCT5F3QCAKQWKFN5R4AF24KVIJQ	Storage	"I contacted Sandisk about the warranty that comes with every authentic Sandisk SD card, unfortunately they informed me that this is not an authentic Sandisk."	Negative	0.0004640971	0.9822318	0.01730407
65	amzn1.account.AG6UKEAFOBWKEX5NJRU2Q7Y6QDHA	Storage	"I bought 2 SD cards for my dash cam , today October 8th , 2018 I realize that ether one is working, thanks that I checked otherwise I don’t want even think get into a car accident and check my dashcam and get a surprise that SD card error."	Neutral	0.04590912	0.3706664	0.5834244
66	amzn1.account.AHL4J6ND5HTCIPADDZ3NYJ2Q7OVQ	Storage	"The 200gb SD card doesnt work."	Negative	0.003929751	0.9631881	0.03288222
67	amzn1.account.AE4DHBPWTOONDOL7EFGLZUXKHQRA	Storage	"Showed a 128GB card was under 2mb."	Neutral	0.01896938	0.06134969	0.919681
68	amzn1.account.AHCT5F3QCAKQWKFN5R4AF24KVIJQ	Storage	"Around a month ago it started giving me all kinds of error, "micro sd can not be detected" and "corrupted data"."	Neutral	0.008844656	0.393247	0.5979084
69	amzn1.account.AEEYAFQI6Q4JV4JSL4IKZHZ2XCAQ	Storage	"the sandisk sd card does not work."	Negative	0.001619285	0.9847579	0.0136228
70	amzn1.account.AEJQXKU6HCFY6F5TVIGINYXNRLRQ	Storage	"The sd card starts corrupting data at 32gbs."	Negative	0.01091401	0.5196848	0.4694012
71	amzn1.account.AHQ4D2PMFS3DEVRAL46UN3ZNIO5Q	Memory	"Great price for that much storage."	Positive	0.9990627	5.476516E-05	0.0008824846
72	amzn1.account.AFWFAJTQUDLLQLSMROQFGOJMBZHA	Memory	"Great Price/GB ratio and solid performance."	Positive	0.9968373	3.996598E-05	0.003122811
73	amzn1.account.AGEEDZKSFNG4FP7HEPC6TBCHSUXA	Memory	"Works great, holds lots of pictures and videos for my phone"	Positive	0.9993529	1.360622E-05	0.0006335832
74	amzn1.account.AFPPRVIFVAEE64MFY6OVJHFQI3KQ	Memory	"It's Sandisk and it provides 64 gigabytes at a reasonable price."	Positive	0.8692728	0.07078221	0.05994494
75	amzn1.account.AHY4WIVDJJZVKM26WPY3SORRIXIA	Memory	"128 gb is a great size for phones and consoles like the Nintendo switch."	Positive	0.9644864	0.0004414096	0.03507225
76	amzn1.account.AGTMA4SBWBSOCAH4YXHNZN7LFU6A	Memory	"Great price for the storage capacity."	Positive	0.9991799	4.813459E-05	0.0007719363
77	amzn1.account.AGEOPCGXNOXGBHAG3GRAJXGOP2AA	Memory	"Used this for local storage in a Wyze cam, works great."	Positive	0.9836516	0.0007177778	0.01563072
78	amzn1.account.AF3HVM7QBQIWEHXSQVKTJH6ILT7Q	Memory	"Amazing memory for my dash cam"	Positive	0.9915301	0.0002143241	0.008255612
79	amzn1.account.AE4LF4F7PPZTODMJLHV4SJZOPRYA	Memory	"Overall, I would make this purchase again as it came at a great value for 200GB storage."	Positive	0.9673112	0.0100488	0.02263997
80	amzn1.account.AHU6DACD7I77LEL2FAOARLD3EKTA	Memory	"These new A1 microsd card are amazing, thanks to SanDisk we get lots of storage and reasonable price."	Positive	0.997727	5.132009E-05	0.002221753
81	amzn1.account.AGPRHXU2HMTJDGAOGLIT4AFC6EZQ	Memory	"I am so happy to have the extra space for storage on my Samsung Note cell phone."	Positive	0.9967038	0.000161008	0.003135219
82	amzn1.account.AH7AOBBYS6YRU7YVTTKT2MFA4NGA	Memory	"With a SurfaceBook, even with 1TB, this 400 GB card is very usefull"	Neutral	0.4613159	0.03889619	0.4997879
83	amzn1.account.AHAZ2TSD3ICBXORYWKFUEYL46OSA	Memory	"I decided to get a known and trusted brand of memory card this time and boy, am I ever glad I did."	Positive	0.7555044	0.01517045	0.2293252
84	amzn1.account.AHFTXFMSEV5ZPTSOV3BFCOR56ZYQ	Memory	"Storage space is exactly as advertised!"	Positive	0.998322	0.001110892	0.0005671988
85	amzn1.account.AEXGPFMYDTO5ETB5KBXZD7SUWQEA	Memory	"Device does not actually support 400GB of memory, but closer to 366 GB (366 000 000 000 bytes)."	Negative	0.0278222	0.6428435	0.3293343
86	amzn1.account.AGCVRMQRBXGRCQE46KPOUU2W72UQ	Memory	"Instant memory for my computer!"	Positive	0.980944	0.006247893	0.01280815
87	amzn1.account.AGBX3A7HIBXLV6X6XMFCYHORJZYA	Memory	"Used the 400 GB MicroSD for a Nintendo Switch console and it works brilliantly!"	Positive	0.9928411	0.0011473	0.006011543
88	amzn1.account.AFBKVFI7N7FYM67DFHXDW76IC7BQ	Memory	"I needed a basic memory card and this does the trick!"	Positive	0.9416394	0.002635594	0.05572493
89	amzn1.account.AEN53D7EBVXLQAALCSLRE4HUBJHQ	Memory	"Got this micro SD to boost storage on a tablet."	Positive	0.5950989	0.03439267	0.3705085
90	amzn1.account.AGU5XECYTASK3OKP4C7BQQQGG6QQ	Memory	"I had a 16GB, then 32, 64 and now 128GB."	Neutral	0.05322063	0.0257978	0.9209816
91	amzn1.account.AF7EHG7JS2WY4XXS4YEIMOAIQUQA	Memory	"When shopping for memory cards for any of my devices, as well as USB Thumb drives SanDisk is the first one I look at."	Neutral	0.3896431	0.1948724	0.4154843
92	amzn1.account.AHMMODDTPKYYPSPLZJXE4RT66NUA	Memory	"What can i say it's a memory card"	Neutral	0.2726317	0.1686141	0.5587543
93	amzn1.account.AF7EHG7JS2WY4XXS4YEIMOAIQUQA	Memory	"Can't go wrong with choosing a memory solution from this Manufacturer."	Positive	0.7245694	0.1060418	0.1693887
94	amzn1.account.AFNH6CMMHAU4UPJZWL4WNFYGGI2A	Memory	"I use it as offload storage on my laptop, works like a dream and is 50% of the size of my primary storage."	Positive	0.6928311	0.004664637	0.3025042
95	amzn1.account.AE7WZRBOV6SAORABW3RJPJVGYMZQ	Memory	"Decent price for that many GB !"	Positive	0.9932388	0.0008205215	0.005940623
96	amzn1.account.AHDDU3JQMTPYTC37OOSHIU45OHKA	Memory	"Really great storage not like the fake storage you see for a lower price."	Positive	0.8590603	0.06952155	0.07141815
97	amzn1.account.AGG5GPXS732LVHRWPP3IEDQRXZ5A	Memory	"An economic Micro sd for devices that need portable storage."	Neutral	0.2661768	0.03984598	0.6939772
98	amzn1.account.AEEYSVV46JESNZGHYMY56MNO6GUQ	Memory	"You can't go wrong with any Sandisk memory product"	Positive	0.8499091	0.09588257	0.05420823
99	amzn1.account.AHZPXQSF7BEKNNENXDWWW5THGHBA	Memory	"Bought it for extra storage on my Nintendo Switch."	Neutral	0.2092251	0.03785805	0.7529169
100	amzn1.account.AGX57YC6XXZ6ORW2STAMALDHOCDQ	Memory	"Bought to expand memory for Nintendo Switch."	Neutral	0.06486088	0.05847606	0.876663
101	amzn1.account.AF5VOZERROH3NFWNXCDB36RA3URA	Memory	"I use it for storing pictures on my Go Pro, move files from one PC to another."	Neutral	0.3513128	0.02081954	0.6278677
102	amzn1.account.AGST3CYVRIVLI2MZG7SENYG7D6OA	Memory	"Turns my 64gb s9+ into a powerhouse for entertainment with 400 extra gb of storage."	Neutral	0.3671649	0.01194955	0.6208856
103	amzn1.account.AEBHLYUXDXTREZ3BKVHUII5FIR3Q	Memory	"The size of gbs and the space for saving pics and videos!"	Positive	0.630655	0.04870775	0.3206373
104	amzn1.account.AG6EZCHQBH4SWUJFDUBYRPM4TLNA	Memory	"I needed a bit more memory in my phone and this did the trick."	Positive	0.9758556	0.001984945	0.02215937
105	amzn1.account.AEXGPFMYDTO5ETB5KBXZD7SUWQEA	Memory	"Which means that this is the physical limit for storage capacity."	Neutral	0.2017474	0.1459187	0.652334
106	amzn1.account.AHSBOJZVX2WQHGHOKB2I4JDUBVYQ	Memory	"Works, it’s a memory card"	Positive	0.610963	0.02806164	0.3609754
107	amzn1.account.AG57AAWLXX7BUSNFUROUX3XSSJCA	Memory	"It’s Sandisk, what else do you need"	Neutral	0.2097681	0.296493	0.4937389
108	amzn1.account.AGKRGLFKOEQ6WEIMOYIDCJNH7GPA	Memory	"Surface tested 120 GB."	Neutral	0.1169465	0.03452313	0.8485304
109	amzn1.account.AHMSPMFULA5ZZVIR23XRH6O3LWAA	Memory	"I am using this one as the external storage for my lenovo thinkpad laptop."	Neutral	0.3598735	0.01227555	0.6278509
110	amzn1.account.AGOUK7QJS5L5YDRNNGEXJXJKSDBQ	Memory	"This memory chip should meet our needs for years to come."	Negative	0.2669078	0.5896069	0.1434854
111	amzn1.account.AGEM5UV4K4R74R7Q5DSUTNSMFXTA	Memory	"For the amount of GB, you won't find a better deal."	Positive	0.7608635	0.1787148	0.06042185
112	amzn1.account.AH6ARO6AJVDVSJ7KCBWJFPMC23KQ	Memory	"Real 64gb too."	Neutral	0.2612006	0.3161467	0.4226527
113	amzn1.account.AGOGDRB22NPEZVSQY23SYK54X3RQ	Memory	"My phone accepted the expanded memory and it is operating as normal."	Positive	0.7406934	0.01494185	0.2443648
114	amzn1.account.AFRY5WO6BU2DMSRUZHU3IX7H2ZJA	Memory	"I have been using sandisk solid state storage in my cameras for around 15 years and have never had one fail on me."	Neutral	0.3320303	0.1026503	0.5653194
115	amzn1.account.AFQLEELYVTLT4CKTTR5NA7DBC45A	Memory	"Provides plenty of additional storage for my tablet."	Positive	0.9973936	0.0001245008	0.002481892
116	amzn1.account.AHFCNMBI7PPWDOSFT5IXETXMDFPA	Memory	"I used this card for a 221 GB retropie image on my raspberry pie 3."	Neutral	0.04897691	0.006850763	0.9441724
117	amzn1.account.AFRMGOZOU7SDIVGHGSQSQ3ML43HA	Memory	"Massive storage space."	Positive	0.4828728	0.07182766	0.4452996
118	amzn1.account.AH4QB2R6L53REYL4OYXVFVHHBQOQ	Memory	"I so far have no problems with it 64 gb."	Positive	0.9817396	0.004354603	0.01390586
119	amzn1.account.AFGFGB6LOTOAY3FZA3ZR5IXUDB4A	Memory	"The usable storage is around 185GB."	Neutral	0.312675	0.2863256	0.4009993
120	amzn1.account.AFDT7X5K2PPOFUKY76DEWCG7XOOQ	Memory	"Also, if you have the 200 GB card the actual usable space will be 183 GB."	Neutral	0.09985824	0.4158434	0.4842983
121	amzn1.account.AEPM3KIOVOTNHL4Q4FRTOCSDSTUA	Memory	"Note that you have to re-format the card to use GPT Boot Record or you won't be able to copy large files to it."	Neutral	0.04506547	0.2477878	0.7071468
122	amzn1.account.AFLIUJDCQL4VMDAA57D34WFLWKLQ	Memory	"When I insert the card in my cell phone, the storage space indicated 119 gb."	Neutral	0.1102266	0.09870048	0.7910729
123	amzn1.account.AFPRMELOAMYAQQQGJ46Q3WY7UUZQ	Memory	"Other cards 128 GB working fine on the same device."	Neutral	0.2639424	0.1246079	0.6114497
124	amzn1.account.AE4AJDMJ24E2NEZQE4I2ZHB27UMA	Memory	"Ordered a new 16 GB card, got a used 128 GB card in a Ziploc sandwich bag and no original packaging."	Neutral	0.06906278	0.2228762	0.7080609
125	amzn1.account.AHPGL2D5HZAK6IAI3ZV24HR7HI7Q	Memory	"I had the same experience before when I bought usb flash drive from eBay,the capacity was 64gb but it would only take up to 2gb files."	Neutral	0.03844015	0.3227121	0.6388478
126	amzn1.account.AHDMUCKH74HQ6RUF3XHGDMAZEMZA	Memory	"Hard to believe that you can get 200GB of storage on something the size of a coin."	Negative	0.05017636	0.7247162	0.2251074
127	amzn1.account.AHMSPMFULA5ZZVIR23XRH6O3LWAA	Memory	"For the 200 gb, one gets 182 gb only."	Negative	0.1556241	0.4275812	0.4167946
128	amzn1.account.AHHWCI3WKHW2POUGFMAXIA66KZBA	Memory	"I wish I could have the same memory."	Negative	0.1742181	0.5784543	0.2473277
129	amzn1.account.AFLIUJDCQL4VMDAA57D34WFLWKLQ	Memory	"It's missing almost 10 gb??"	Negative	0.04161017	0.7737743	0.1846155
130	amzn1.account.AHKY3RUBEIUGUMBVCVZVBWIKZRFQ	Memory	" but this most recent purchase in August for use in a car dash cam has ended up having a memory failure in less than three months."	Negative	0.1441894	0.7081575	0.1476531
131	amzn1.account.AFPEGSGBF4L4CUHSQSPKLWVCXKWA	Memory	"Fake, only gives 32gb of storage"	Negative	0.01432909	0.8837407	0.1019302
132	amzn1.account.AE4DHBPWTOONDOL7EFGLZUXKHQRA	Memory	"Showed a 128GB card was under 2mb."	Neutral	0.01896938	0.06134969	0.919681
133	amzn1.account.AFE6KLWDPE3NLQ3ICYX7NGPCA63Q	Product Reliability	"good and reliable"	Positive	0.9833449	0.001652061	0.01500317
134	amzn1.account.AG2GTNDCFLJEIW2RXB4LKRN7L5GA	Product Reliability	"Worked fine in my phone."	Positive	0.9604843	0.002509372	0.03700637
135	amzn1.account.AENVBLPMT4SV2VDORGI7YDE3NSOQ	Product Reliability	"Good quality,reliable"	Positive	0.9936474	0.0004819354	0.005870691
136	amzn1.account.AFPZP6DCX65VV2RTLIQ5OMGLI5JA	Product Reliability	"Working great so far."	Positive	0.9945967	0.0003832682	0.005019899
137	amzn1.account.AEAJJEMS2YXJCVWEAPCNCKSPPPRA	Product Reliability	"Long lasting and works perfectly with no issues."	Positive	0.9980319	0.0001812262	0.001786889
138	amzn1.account.AHYJLXI3Q4DDOPCJUDZMQGQIMDSA	Product Reliability	"Nothing to say, everything is working perfectly!"	Positive	0.950604	0.006707337	0.04268865
139	amzn1.account.AE6YOZQK4UQA6LN3BIGFLPOBPF5A	Product Reliability	"Seems to work perfectly fine after a month of use."	Positive	0.9924679	0.002114675	0.005417415
140	amzn1.account.AE5OAB34BZGVEBVTS7L4J2LKSRLQ	Product Reliability	"Have no issues with it, has been working great since installed in my dashcam."	Positive	0.9976001	0.0003818929	0.002018083
141	amzn1.account.AECYQXBMEGWBKKPEE773BYSQM7WQ	Product Reliability	"Working fine for the past few weeks."	Positive	0.7196402	0.03817243	0.2421875
142	amzn1.account.AGMG6W524DTWALD7BKZ3RYZHZRXA	Product Reliability	"Can’t go wrong with SanDisk"	Neutral	0.2804904	0.2902271	0.4292826
143	amzn1.account.AH47WRDERGMLXB5242BHDKZRF34Q	Product Reliability	"No issues after months of usage."	Positive	0.7789398	0.09888618	0.122174
144	amzn1.account.AE64LFBJNRNOIYOSTDP2ABQZSBOA	Product Reliability	"No issues works great."	Positive	0.7436467	0.1803163	0.07603699
145	amzn1.account.AETYXOI3TYPKHUMZGLFLVGULLYZA	Product Reliability	"has been using SanDisk for years, always satisfied."	Positive	0.9870222	0.001158665	0.01181919
146	amzn1.account.AEEPDP2DINCVKTBJWKJBJJUQ627A	Product Reliability	"No problems with it so far (2 months)."	Positive	0.9151	0.02969671	0.05520325
147	amzn1.account.AFEQQW7NODGQLMLI73DWPYANSW6Q	Product Reliability	"worked as it should"	Positive	0.9679478	0.006095084	0.02595713
148	amzn1.account.AFEETRSRUIU7VICCE4N3LLNKPWPA	Product Reliability	"Only had it a couple weeks but, it’s working perfectly thus far."	Positive	0.9175912	0.0128273	0.0695815
149	amzn1.account.AEM2L2ZKPZ42FRLPYKPGHFKGNOLA	Product Reliability	"Worked as expected."	Positive	0.9770646	0.004262304	0.01867307
150	amzn1.account.AFB526CHUEW44FG6XSXTRPP5O2GA	Product Reliability	"Worked as expected"	Positive	0.9557005	0.010287	0.03401241
151	amzn1.account.AEJA6XG73UZHCLTH33WSDJSD7LTQ	Product Reliability	"This has been a reliable card - boo issues - arrived in good time"	Positive	0.9324531	0.01103045	0.05651656
152	amzn1.account.AEOF7RNQSAHP4BPKRMBHJYBPL2FQ	Product Reliability	"Been using this card inside the console for over a month now and had no trouble so far."	Positive	0.9552715	0.02707283	0.01765567
153	amzn1.account.AEHDC656YUF6RSV54ZG7T4DGJQKA	Product Reliability	"Working fine after couple months as I expected."	Positive	0.7647358	0.05489314	0.1803711
154	amzn1.account.AFBKVFI7N7FYM67DFHXDW76IC7BQ	Product Reliability	"Been running it 24/7 for several months without issue."	Positive	0.6897082	0.10795	0.2023418
155	amzn1.account.AHMMODDTPKYYPSPLZJXE4RT66NUA	Product Reliability	"But so far it been good no writing or reading issues"	Positive	0.7576278	0.1263368	0.1160354
156	amzn1.account.AEAJJEMS2YXJCVWEAPCNCKSPPPRA	Product Reliability	"Ive been using Sandisk products for years."	Neutral	0.2958437	0.04138879	0.6627675
157	amzn1.account.AFA66TOM47Z5LYEIULPI5P4DO2IA	Product Reliability	"Worked just like I thought it would."	Positive	0.9031659	0.0272376	0.06959648
158	amzn1.account.AG6ILU2AOYSOKORHN7PT6W2AXA2A	Product Reliability	"It's working as expected."	Positive	0.9572345	0.007532044	0.03523355
