Uid	User_Id	Feature	Comment	Sentiment	Pos	Neg	Nut
26	amzn1.account.AELFHDWQ7BKR2WJTP6ZP3ZXAJ7CQ	Display Clarity	"Reads at night in the dark and out in the bright sunlight without any issues."	Positive	0.9760662	0.008248745	0.01568498
27	amzn1.account.AFNIZV6VV6ZOZT3IZBZ3KIWLEXCQ	Display Clarity	"I can get Kindle on my phone, computer, or tablet, but the Kindle is great if you don't want the glare and if you want to feel like you're reading a real book."	Positive	0.9770891	0.004329827	0.01858106
28	amzn1.account.AHGJFEMLF3FQ65JW3XLYZZCZQGOA	Display Clarity	"The best e reader screen out there."	Positive	0.9501537	0.003579108	0.0462672
29	amzn1.account.AFIJ7CODZITFA6OBO4TJDVK65DXA	Display Clarity	"No glare, and with the built-in light I can read under any conditions without straining my eyes."	Positive	0.9971105	0.000742372	0.002147042
30	amzn1.account.AG7CBWCNBBBSHZ5BHPLMNMLWWOEQ	Display Clarity	"Screen clarity, touchscreen"	Positive	0.6958033	0.08803099	0.2161657
31	amzn1.account.AHEUFEPRTM6EFGQZDTP66I7MS5BQ	Display Clarity	"Brighter screen and no glare."	Positive	0.9149696	0.06525666	0.01977371
32	amzn1.account.AGBJJYFUJ4RRLR5EXDDLDIDSNTLA	Display Clarity	"I like the brightness and built in light"	Positive	0.9960577	0.0001868413	0.003755388
33	amzn1.account.AHKHO3RJJAAPZKIAIYHWDGNTDUSA	Display Clarity	" I can read my book in the sun, and have no problem seeing the screen."	Positive	0.9956832	0.0005518755	0.003764931
34	amzn1.account.AE2QXLHQEBXY7K4LW2B7DB54IM6A	Display Clarity	"Reading on this screen is so similar to reading on paper."	Neutral	0.412834	0.04042864	0.5467374
35	amzn1.account.AFVIM6HXUSWIGTSN3NWCM5ITK7LQ	Display Clarity	"The battery lasts a full week (about 20h - 30h of reading time), the back lit display turns on when you need it making it easy to read no matter what the lighting is in your environment, and it effortlessly connects to the kindle store when needed (as long as you are connected to wifi)."	Positive	0.9964229	0.0001227799	0.00345413
36	amzn1.account.AHP2JKHWWWROTSJQBJGB4HVJYR2A	Display Clarity	"The paperwhite screen is better too, makes it easy to read in some not-so-bright places on the subway and other spots."	Positive	0.9774655	0.008624354	0.01391016
37	amzn1.account.AEK2MJTFTXJVH66GU6A5HTEK22TQ	Display Clarity	"You can read with the sun glaring right on the screen and it’s perfect ."	Positive	0.9858258	0.0007037431	0.01347046
38	amzn1.account.AFOP2U67VO5J2COBMFE6DTW2NIMA	Display Clarity	"Lite screen, ability to read almost anywhere."	Positive	0.9105439	0.006142594	0.08331347
39	amzn1.account.AG4ENAJ5VCLD4JVBPTDAFR4AOXNQ	Display Clarity	"I decided to try this one because it had the light up screen feature."	Neutral	0.1559799	0.0257868	0.8182333
40	amzn1.account.AH3COJCGRAP7YFJX3MUOMYZQ6YWA	Display Clarity	"Love how easy it is on the eyes compared to LCD."	Positive	0.9960252	0.000153402	0.003821325
41	amzn1.account.AERLYWFP7IDODJ2WGKOBBXMMW3UQ	Display Clarity	"Screen is nice and bright, resolution is great."	Positive	0.9992375	1.606285E-05	0.0007464546
42	amzn1.account.AE64WA3YJPFU5HPG4XOHGV5EKTVQ	Display Clarity	"The screen is great and the software is nice too."	Positive	0.9988238	2.333834E-05	0.001152885
43	amzn1.account.AGMFEARYS4OAGNNUJ3FQHZQPP4JQ	Display Clarity	"I wish amazon took advantage of the available space and made the screen bigger ."	Negative	0.2212116	0.6596608	0.1191277
44	amzn1.account.AGQYYX5IPICX5NMEZFZQ62ZZAZJA	Display Clarity	"It’s not perfect but it is effective at preventing glare."	Neutral	0.4498045	0.0256269	0.5245686
45	amzn1.account.AHTRQROSPQBG7ZR3UC4KJN445VXA	Display Clarity	"This is common with all e-ink tablets and is done to avoid burn-in on the screen."	Negative	0.143818	0.7130098	0.1431722
46	amzn1.account.AFMZNE5WTDSNYOE2PQKS3QUBNLSQ	Display Clarity	"My kindle fire allows me to add memory but it has screen glare."	Negative	0.04015275	0.7592858	0.2005614
47	amzn1.account.AHIX77KGOTYMMI33UVMTJRHJNNTA	Display Clarity	"The screen is clear and is a no glare 99% of the time."	Positive	0.8479456	0.1286533	0.02340111
48	amzn1.account.AGL2772VRES5PG5TSKY5QTO2AFYA	Display Clarity	"it's great for regular reading and some manga, but I have to get an external magnet to trick the screen to turn off"	Neutral	0.1452709	0.07051887	0.7842101
49	amzn1.account.AGSUBJ7S3LFYB57WTWEKOUQCJADA	Display Clarity	"I dont like touching the screen so I would have enjoyed having a page back and forward off screen."	Negative	0.1040094	0.7323347	0.1636559
50	amzn1.account.AEHYC3MSBXSZWMA4CYXZQYH6I4VA	Display Clarity	"Can read out in the sun, no glare."	Positive	0.8851773	0.01123963	0.1035831
51	amzn1.account.AHZ7YICLUSRXVINYMJUX4BGX66NA	Display Clarity	"Accessing the backlight brightness control could be easier."	Positive	0.7890612	0.1611386	0.04980031
52	amzn1.account.AFOC5GAKEFKICL4EC7OQSEMAH3ZQ	Display Clarity	"This particular kindle is actually too bright for my eyes!"	Positive	0.5689728	0.389226	0.0418011
53	amzn1.account.AF7ZP2V6LEYPUHL4J5QFC3DFDTOA	Display Clarity	"just wish the screen wasnt so easy to damage."	Negative	0.0338532	0.8470823	0.1190645
54	amzn1.account.AG4ENAJ5VCLD4JVBPTDAFR4AOXNQ	Display Clarity	"The only issue I've had so far is that the bottom of the screen is darkened a bit, this is only due to the led light placement- it's not really a problem because it does not interfere with the words, I just had to look it up to make sure it wasnt broken."	Negative	0.09421267	0.7387599	0.1670275
55	amzn1.account.AHQFWZQ6N5TQFEFAHGDTGYIC6MOQ	Display Clarity	"Somethings I have problems with are expanding illustrations and that it does not display colour."	Negative	0.01249155	0.9289302	0.05857815
56	amzn1.account.AH4NNFZQFGSOSEA7NIVEGQGM4EIQ	Display Clarity	"It doesn't burn the eyes like it would reading for a long time on a computer or tablet screen for example."	Positive	0.754585	0.1943601	0.05105486
57	amzn1.account.AFI2AIAYAMMN562ADBCRNPCV6FTA	Display Clarity	"If it wasn't for the fact that the screen broke, it'd likely be my take everywhere Kindle."	Negative	0.06665953	0.7339873	0.1993532
58	amzn1.account.AF7ZP2V6LEYPUHL4J5QFC3DFDTOA	Display Clarity	"Bought a cover but for the 1 day I didn't have one, I scratched the screen"	Negative	0.0625174	0.6492025	0.28828
59	amzn1.account.AE5T5N4CFHAT2XCXWJCV2FB2ACPA	Display Clarity	" but I like to have the page flip button the device rather than touching on screen ."	Negative	0.1499098	0.6064342	0.243656
60	amzn1.account.AHTRQROSPQBG7ZR3UC4KJN445VXA	Display Clarity	"This can be very annoying to some people and some people would rather view an LCD/LED screen as an ereader even though its way more straining on the eyes just to avoid this nuance."	Negative	0.002290231	0.9645209	0.03318881
61	amzn1.account.AGMFEARYS4OAGNNUJ3FQHZQPP4JQ	Display Clarity	"overall an excellent product the only serious draw back is the small screen."	Positive	0.6925136	0.01267662	0.2948098
62	amzn1.account.AHLYVMVHTAI2PDSLF6GLWVUPYPPQ	Display Clarity	"In retrospect I would have gone with the more recent model purely for the screen size."	Negative	0.02199839	0.606981	0.3710206
63	amzn1.account.AG55I5L2FD3A4R7EYJDFOISEBJOA	Display Clarity	"The only thing, there's shadows on the screen."	Neutral	0.170372	0.3669309	0.4626971
64	amzn1.account.AFOC5GAKEFKICL4EC7OQSEMAH3ZQ	Display Clarity	"This one is smaller than my last one and it is too bright for my eyes."	Negative	0.150706	0.8225619	0.02673215
65	amzn1.account.AHSKZO2MPKGW2I3QLSXELPKQGRDQ	Display Clarity	"Comes with a few bugs (flashing screen although the refresh option is off, a little slow reaction) but not bad."	Neutral	0.1295872	0.1248352	0.7455776
66	amzn1.account.AFT5367FRSKQ7B3FAJUH4K356X7A	Display Clarity	"(I have a Samsung Note 8 that has a very big screen though)."	Neutral	0.09948888	0.05956921	0.8409419
67	amzn1.account.AG2U6DPPD72OQAV6XOXCFLMBHSCA	Display Clarity	"Uber fragile screen."	Negative	0.03312735	0.4961582	0.4707144
68	amzn1.account.AG2Z7XEZRRXO37HKILV7PUWGWDSQ	Display Clarity	"Also the interface can be a bit clunky and annoying as you have to tap the screen for any action other than turning it on or off."	Negative	0.0001871543	0.9954488	0.004364039
69	amzn1.account.AEM64UGLKRZSAEIN37JLSNQKVYRQ	Display Clarity	"Since I can't get to the on-screen menu, there is nothing they can do to fix my problem."	Negative	0.07476948	0.7331362	0.1920942
70	amzn1.account.AGBROFP7623YHQ3UZCL6HFLDHYOA	Display Clarity	"I really find it difficult when you turn the page and the screen blackens before it lightens it is very hard on the eyes."	Negative	0.04998552	0.8826542	0.06736027
71	amzn1.account.AHZ65KNEGWPMYVKJ4JMRMERRVVEQ	Battery Life	"Crazy long battery life!"	Positive	0.3843951	0.3448338	0.2707711
72	amzn1.account.AHWIDJ2IXXOOFXWXYO7B5AWWUVTQ	Battery Life	"Great battery life!"	Positive	0.9962496	0.0003879991	0.00336235
73	amzn1.account.AGEP45ZWHGMFTNTPTKTICFNENIJA	Battery Life	"Great battery  life."	Positive	0.9940223	0.0005542519	0.005423411
74	amzn1.account.AGFJ6N6N7WRYMBMWZGOVXCGOT2ZQ	Battery Life	"Good battery no issues."	Positive	0.9832854	0.002035435	0.01467912
75	amzn1.account.AHDWTEM42VXTJRGAVVBLNJFTFMDA	Battery Life	"Great battery life, responsive, ideal!"	Positive	0.9995111	6.808579E-06	0.0004820721
76	amzn1.account.AEYUOSPFVY7MQLFFMTO2ECL7LHSA	Battery Life	"Long lasting battery, great light and storage capacity."	Positive	0.9965152	0.0002950995	0.003189721
77	amzn1.account.AHJYK46OCMZNYAVLSG5YHPDONEOQ	Battery Life	"It has a long battery life and makes it easy to read books."	Positive	0.9985335	0.0003546654	0.001111764
78	amzn1.account.AFIQEYXFSLKGA4UGL3SXNQ66576Q	Battery Life	"And the battery life is great!"	Positive	0.9976063	0.0002897414	0.002104048
79	amzn1.account.AESEKFYIXFTACIEUUE4QXV4YDCJA	Battery Life	"It has excellent battery life, it is light enough to hold in one hand, and is simple to use."	Positive	0.9994639	9.852356E-06	0.0005263311
80	amzn1.account.AFRHOMK4K52BAQZQZJTF65YT6ONQ	Battery Life	"Great battery life, good for reading on the go."	Positive	0.9992575	1.366588E-05	0.0007287837
81	amzn1.account.AEI4LTFB3QOTQ4J3DSK5R4X6VSNQ	Battery Life	"the battery life is amazing and very light."	Positive	0.9985241	6.379629E-05	0.001412009
82	amzn1.account.AGIHI45MONYXCWIRI5GRU3AVZKMA	Battery Life	"Solid battery life and the backlight makes a huge difference."	Positive	0.99405	0.0003382299	0.00561192
83	amzn1.account.AGS6R2E6OSTRWJEZO4MUZDQJQ5JA	Battery Life	"Great for the eyes, batteries last a long time."	Positive	0.9949816	0.0002369733	0.00478139
84	amzn1.account.AEDHXURR2H2QD5YEKDOS72P6LI2A	Battery Life	"Excellent battery life, per spec."	Positive	0.9975419	0.0001033708	0.0023547
85	amzn1.account.AGOPGYAIC6D7DFQUPLAJUONTJEJQ	Battery Life	"Perfect size and great battery life."	Positive	0.9991485	1.729213E-05	0.0008341901
86	amzn1.account.AEGSH6JTOVFJY6ZDHOGAQEPAMJPA	Battery Life	"The battery lasts, the backlight is handy, and it's perfectly reliable."	Positive	0.999233	1.261918E-05	0.000754373
87	amzn1.account.AEDHXURR2H2QD5YEKDOS72P6LI2A	Battery Life	"The battery life span is excellent."	Positive	0.9807094	0.00646473	0.01282583
88	amzn1.account.AFP67MGN3L23EKERKAMOSFAARCEA	Battery Life	"Light, easy on the eyes at night and holds a charge for days."	Positive	0.9937695	0.0001429999	0.006087583
89	amzn1.account.AET5CD3XRBAYTNNNP5I55GRTASQA	Battery Life	"Also love how the battery lasts quite a while ."	Positive	0.9980551	7.953E-05	0.001865419
90	amzn1.account.AHZUP5PSI5JZRTCBWKY7RM7K3FHQ	Battery Life	"I find them easier to read, you don't have to worry about battery life, and you can flip between pages with ease."	Positive	0.9900879	0.0009970423	0.008914893
91	amzn1.account.AEG44RFBA3DT6JOAVL4PCNG6LVJA	Battery Life	"Amazing battery, I read 2-4 hrs a day and charge my Paperwhite every 3-4 weeks."	Positive	0.9959568	0.0001003151	0.003942834
92	amzn1.account.AEFN6RIP5LWAAUFFU2H24V5K55CQ	Battery Life	"Long lasting battery."	Positive	0.7700538	0.05106769	0.1788784
93	amzn1.account.AEU3EPS4RFBDDZAG3MMP3575IDLA	Battery Life	"Battery lasts a long time."	Positive	0.9555316	0.01793532	0.02653306
94	amzn1.account.AHTPDPWCJCXJGQX6GH7VCT2XOAFQ	Battery Life	"Battery lasts forever (charge every 2-3 weeks depending how much I read)."	Positive	0.8588229	0.05106603	0.09011097
95	amzn1.account.AGVSCIXI4ANLSAMSK342XDQLCRZQ	Battery Life	"I best thing about it, is the long lasting battery."	Positive	0.9569845	0.001703566	0.04131202
96	amzn1.account.AHCQYUN6BJHFX7SZVG227FGFICCQ	Battery Life	"Everything about the reading experience is great, weeks of battery life, and so many books available for so cheap."	Positive	0.9371697	0.01218741	0.05064283
97	amzn1.account.AGBSE2KAIM35RK26Q66X6Q4WABEA	Battery Life	"The charge lasts for weeks."	Positive	0.9164161	0.01469379	0.06889012
98	amzn1.account.AE4YD76VHHTGJZMJ6QSOTY7UGWDA	Battery Life	"Re-charges easily."	Positive	0.8979607	0.0476888	0.05435045
99	amzn1.account.AHDESVZCVIEPD4SG6WXPQWAJHIQQ	Battery Life	"Also the battery lasts forever."	Positive	0.9529693	0.01355134	0.03347944
100	amzn1.account.AGVSCIXI4ANLSAMSK342XDQLCRZQ	Battery Life	"I read all the time and this thing lasts forever."	Positive	0.9506805	0.006593686	0.04272592
101	amzn1.account.AEVI65DZOV36BDF7IAAY35V5UAIQ	Battery Life	"Battery lasts for weeks."	Positive	0.9302312	0.01679788	0.05297103
102	amzn1.account.AFIJ7CODZITFA6OBO4TJDVK65DXA	Battery Life	"Still at 50% battery power!"	Neutral	0.4025771	0.1570058	0.4404171
103	amzn1.account.AFZOSCQHFM5HVPZVFJPHYV5DFTTQ	Battery Life	"battery lasts long ."	Positive	0.9410352	0.01259191	0.04637285
104	amzn1.account.AE7MEJ6UKSYEX5UKQ7XITMWMCI7A	Battery Life	"Longer battery life before having to be charged."	Positive	0.4576893	0.3798901	0.1624205
105	amzn1.account.AEX42566WDGNGW4DBEV3C5NSIQ2Q	Battery Life	"Battery lasts for an extremely long time."	Positive	0.9742931	0.01276918	0.0129377
106	amzn1.account.AFIJ7CODZITFA6OBO4TJDVK65DXA	Battery Life	"I have charged it once and read almost 2 entire books since."	Positive	0.673061	0.05830963	0.2686295
107	amzn1.account.AEF2VBO546VJ2EIYCTM3CN7CKLZQ	Battery Life	"Can easily kill a 3+ hour long flight with the Kindle."	Positive	0.6609287	0.1951663	0.143905
108	amzn1.account.AGYFWH3UGVMB3CLRA7Z522VAYCXQ	Battery Life	"The battery is supposed to last months, and I haven't had to recharge it yet, so it's holding true on that so far."	Positive	0.9423344	0.02455224	0.03311335
109	amzn1.account.AFE3LRMHGJRIDJ3DNYLO7O72EHZA	Battery Life	"The battery life is reasonable and charges fairly quickly."	Positive	0.9988037	0.0001951803	0.001001173
110	amzn1.account.AHLYVMVHTAI2PDSLF6GLWVUPYPPQ	Battery Life	"Otherwise, this has great features, a super long charge, and is very comfortable to use with  one of the cases that allow it to be propped up."	Positive	0.9576544	0.001080751	0.04126485
111	amzn1.account.AGM6IWWAD2VQGSNATTU3GJOPTAIA	Battery Life	"Does what it is supposed to do and battery life is a charm."	Positive	0.9954412	0.0002887674	0.004270167
112	amzn1.account.AGJJUVCLGJF2UIM3V6NBBVKEFVAQ	Battery Life	"and the battery lasts a long time."	Positive	0.9832475	0.006291174	0.01046141
113	amzn1.account.AGDKTO2GPSZDJ72QODH72ETKYOQA	Battery Life	"Has a crazy good battery and feels sturdy."	Positive	0.9970666	0.0002487187	0.00268471
114	amzn1.account.AHIX77KGOTYMMI33UVMTJRHJNNTA	Battery Life	"A single charge does last a few weeks which is great."	Positive	0.9911216	0.002595741	0.00628258
115	amzn1.account.AGMFEARYS4OAGNNUJ3FQHZQPP4JQ	Battery Life	"battery is good."	Positive	0.9849432	0.00142208	0.01363475
116	amzn1.account.AGS2SPFZ7RCR7NZECFBDTCGHVVQQ	Battery Life	"I was led to believe the charge lasted weeks."	Negative	0.3542708	0.4154347	0.2302945
117	amzn1.account.AEG3DY3N3VMMYMOVEP7VXZQXMNHQ	Battery Life	"The tablet itself is very well built and works very well however, the battery could be better."	Positive	0.6548069	0.002404699	0.3427885
118	amzn1.account.AGBYIETAT6ONOBT7GVHR3SAX5JUQ	Battery Life	"While battery life can vary based on usage and the backlight, this E-book can last a few weeks before needing a charge given my reading habits."	Positive	0.572795	0.1369002	0.2903049
119	amzn1.account.AGTBIRDSOITTDVDW7CINXULFICDQ	Battery Life	"I have to recharge my Kindle Paperwhite, 6" (300 ppi) every 4-5 days while reading about two hour daily."	Neutral	0.265042	0.2744297	0.4605283
120	amzn1.account.AHXM3F2IKTWWOU7QHF3LLXQED42Q	Battery Life	"It's battery is draing completely in 2 hours even on optimum settings."	Positive	0.6115481	0.2712214	0.1172304
121	amzn1.account.AHK4D3UYNPGUEXPXVUFEPQSYXWFQ	Battery Life	"The only negative I find is the battery life is not really that long as advertised."	Negative	0.002484621	0.9715492	0.02596623
122	amzn1.account.AEX42566WDGNGW4DBEV3C5NSIQ2Q	Battery Life	"Takes a long time to charge, but that's okay."	Neutral	0.1666935	0.1783859	0.6549206
123	amzn1.account.AHEU7BZEQVLRJEUYMYHSCNB6A4ZA	Battery Life	"My husband has only put it down to recharge it since he received it for his 70th birthday"	Positive	0.7003188	0.07509479	0.2245863
124	amzn1.account.AFYVSP3ZNLPJ3FADG3XMCBTMFGDA	Battery Life	"It is more expensive than a tablet, but the battery lasts for days."	Neutral	0.4536095	0.07562367	0.4707668
125	amzn1.account.AGVSCIXI4ANLSAMSK342XDQLCRZQ	Battery Life	"I've had it for about two week now and I've only charged it once."	Positive	0.6751286	0.1187525	0.2061189
126	amzn1.account.AGVQLSRVOHH4SKZEUOSNN6QCKVMA	Battery Life	"I kept the device turned on for 2 weeks and it didn't even consume half the battery life."	Negative	0.07406289	0.9127734	0.01316363
127	amzn1.account.AHK4D3UYNPGUEXPXVUFEPQSYXWFQ	Battery Life	"I have charged mine twice already in less than a week."	Negative	0.3087313	0.5016227	0.1896461
128	amzn1.account.AH4GB273RQROSELWMRHVMRLPC5HQ	Battery Life	"Before I download books to my cellphone, and my phone battery usually die soon."	Neutral	0.2954419	0.1208278	0.5837303
129	amzn1.account.AGS2SPFZ7RCR7NZECFBDTCGHVVQQ	Battery Life	"But I am constantly charging the battery."	Negative	0.16204	0.4262445	0.4117155
130	amzn1.account.AGS2SPFZ7RCR7NZECFBDTCGHVVQQ	Battery Life	"I've only had it a week and have charged it 4 times."	Positive	0.4843912	0.2282896	0.2873192
131	amzn1.account.AGL2772VRES5PG5TSKY5QTO2AFYA	Battery Life	"otherwise I lose 40% battery life in a day"	Neutral	0.2084484	0.3718409	0.4197107
132	amzn1.account.AEMFKE2BM5YUPBPIRCVKWZ4XJPMQ	Battery Life	"A shame also that we can't just change the battery."	Negative	0.009262595	0.9038318	0.08690558
133	amzn1.account.AEG3DY3N3VMMYMOVEP7VXZQXMNHQ	Battery Life	"With regular use of 2-3 hours a day of reading the tablet's battery lasts about 10 days."	Positive	0.8614269	0.03851819	0.1000549
134	amzn1.account.AEMFKE2BM5YUPBPIRCVKWZ4XJPMQ	Battery Life	"Problem is the battery eventually no longer holds its charge."	Negative	0.003825771	0.966949	0.0292252
135	amzn1.account.AG2Z7XEZRRXO37HKILV7PUWGWDSQ	Battery Life	"Battery life is not quite as good as my old Sony eReader."	Negative	0.01579058	0.9495168	0.0346925
136	amzn1.account.AHZ7YICLUSRXVINYMJUX4BGX66NA	Battery Life	"Surprised that the battery drains in a couple weeks even on standby, the touch controls can't really be configured and I find the defaults to be quite clumsy."	Negative	0.1015007	0.8525521	0.04594719
137	amzn1.account.AGTBIRDSOITTDVDW7CINXULFICDQ	Battery Life	"To save the battery, I keep the reader in Airplane mode, but it does not help."	Negative	0.005539822	0.8181797	0.1762804
138	amzn1.account.AEBXY3UQ6HCU3WMEHBATV5BUOITQ	Battery Life	"This one lasted 18 months, won’t hold a charge for more than 12 hours, loses power even when it is plugged in at night!"	Negative	0.05166387	0.7853413	0.1629948
139	amzn1.account.AGTBIRDSOITTDVDW7CINXULFICDQ	Battery Life	"It seems that the advertised battery capacity is misleading."	Negative	0.0004528847	0.9976433	0.001903836
140	amzn1.account.AGBSE2KAIM35RK26Q66X6Q4WABEA	Size	"This is the best companion you can have while traveling."	Positive	0.9971214	5.659465E-05	0.002821965
141	amzn1.account.AFF65GQRTSNZW6QCFFGOAG2TTPWA	Size	"Super convenient to stick into a small purse for my commute and have enjoyed reading again."	Positive	0.998908	5.602447E-05	0.001036019
142	amzn1.account.AFE3NNCJKC5YBDW6UJ73LU5TN7HA	Size	"Works really great, size is perfect too"	Positive	0.9990941	1.971133E-06	0.00090382
143	amzn1.account.AEXXQNC4WGNIXZI6B4BLY3SKJNFA	Size	"It's lightweight and compact and fits nicely in my purse."	Positive	0.9993973	6.102178E-06	0.0005967067
144	amzn1.account.AEBMG3YWDDAHLTRNWCD4UPB6YIWQ	Size	"Awesome size to bring anywhere - it fits nicely in my purse without taking up too much room"	Positive	0.9998313	2.127942E-06	0.0001664064
145	amzn1.account.AHNX5UZJGGM3MM47IREH6DFEPE5A	Size	"Nice and compact, convenient, and ultimately something I find use for at least every other day."	Positive	0.99727	5.158859E-05	0.0026783
146	amzn1.account.AFEWT3MEH6ORNEBIO4POZ7PM7QFQ	Size	"It’s super convenient :)"	Positive	0.9481072	0.0006732858	0.05121953
147	amzn1.account.AEAYO2GLWKYVTLVCCXQS4QGWGOAQ	Size	"The weight makes it so much easier to hold than a book."	Positive	0.9947278	0.002603027	0.002669233
148	amzn1.account.AGPVQQQMEB43DSUJW5KJRPBTNOAA	Size	"I love the fact its portable and lightweight."	Positive	0.9988282	1.127689E-05	0.00116046
149	amzn1.account.AETJ7ZVRNTYAHQ3ABQNJR6O7W3SQ	Size	"Very light and perfect size to carry with you."	Positive	0.9982166	5.377174E-05	0.001729636
150	amzn1.account.AGU5IMT3IFTMDFIBHHX4VDVY5WMA	Size	"fits in purse nicely"	Positive	0.992476	0.0004197627	0.007104178
151	amzn1.account.AE2QXLHQEBXY7K4LW2B7DB54IM6A	Size	"Perfect size, very functional."	Positive	0.998822	5.438015E-05	0.001123431
152	amzn1.account.AEVI65DZOV36BDF7IAAY35V5UAIQ	Size	"Easy to carry."	Positive	0.9856707	0.0007614113	0.01356794
153	amzn1.account.AGIDMJIBQPNJILVGNGJMOLY2QFIA	Size	"great way to read with its lightweight"	Positive	0.9992753	1.378627E-05	0.0007109421
154	amzn1.account.AFGYL6PAKCPM6P5QTX23WIHU6YMQ	Size	"Love how you can change the light and the font size"	Positive	0.9690804	0.001703126	0.02921643
